business_id,name,address,city,state,stars,Food,Service,Ambience,Price,Miscellaneous,Avg.Criteria,Avg.Food,Avg.Service,Avg.Ambience,Avg.Price,Avg.Miscellaneous,Cuisine.Category,Avg.Food2,Avg.Service2,Avg.Ambience2,Avg.Price2,Avg.Miscellaneous2,positive.Word.Cloud,negative.Word.Cloud,Review.count,Suggestion1,Suggestion2
kzMj-vVZTGewPCZnnzIlJA,Langham Delight,28 South Unionville Avenue,Markham,ON,3,2.419235489,2.42917339,1.807760593,1.203600989,3.555654386,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"name fool,Cons,place,fun,fish soup,drink,staff,way,anyone,success,drink,noodle emphasis success,excellency,air,food,service,environment,soup,taste,noodle,selection,price,fish,tea,fish soup,service,menu,ingredient,meal,staff,food,love,soup,ingredient,service,ball,noodle,rice,taste","smell,appetite,disappointment,broth,for,quality,food,temperature,staff,mess,joker,soup,milk,salt,pepper,trick,section",10,"You are doing good at Service while not so good at Food,Ambience,Price","You are doing good at Service while not so good at Food,Ambience,Price"
r1SfvWKoRQcoMoGy9ou-JA,Congee Wong,"First Markham Place, 3235 Hwy 7",Markham,ON,3.5,2.301183244,1.706467558,1.828238399,4.204323254,4.020176307,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"lor,service,price,spot,pace,everything,food,everyone,rush effect,people,dish,fun,tea,bathroom,delight,pot,of,rice,look,congee,bak,quality,ingredient,food,business,price,dish,food quality,food,feeling,congee,doughnut,congee,superbowl seafood congee,Wonton noodle,noodles noodle,value,food,service,friend,congee,decor,restaurant,food,food,treatment,arrival,Portion size,Pigeon variety,wonton,night,food,comfort,perfection,place,dish,service,waiter,quantity,price,time,meal,something,congee,wong,waitress,food,lady,table,time,phone,turnip cake,cake cake,congee shrimp base,prob,like,pot,congee,beef,walnut,Wong,lot,dish,review,dish,leftover,flavor,chinese,comfort,congee,cake,speed,turnip style cake,cake,congee congee,spot,Beef chow","dining room,nothing,design,room room,range,jam,stomach,time,ache,reason,restaurant,something,mess,garlic,dumpling shrimp soup,soup soup soup,dumpling,MSG'd,pork,crap,something,feel,time,Pot variety,noodle,location,Wong craze,craze craze,service,food,twist,server,cold,service,issue,shrimp,price,parking,hassle,rice,salt,congee,thing,parking",23,"You are doing good at Service,Price while not so good at Food,Ambience","You are doing good at Service,Price while not so good at Food,Ambience"
PYiCDIzavQ6XjIYaEjfLqw,iCook,7030 Warden Avenue,Markham,ON,3,2.424287992,2.206395769,3.039941151,4.146938514,3.106909303,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"place,pot,drink,one,chicken,variety,quality,cook,bang,food,pot,service,anyone,pot,pot,drink,location,food,style,service,price,cut,hair,pot,place,pot,fruit,Grilled salmon,pot,pop,bet,pot,experience,serve drink,place,nothing,pot,selection,teriyaki,buffet,pot,pot place,desert,music,80,pot,buffets concept,concept concept,market,buffet,variety,soup,experience,try,pot,variety,value,concept,selection,pot,choice,kind,meat,broth selection,variety,selections selection,plate,broth,pot,love,pho,dessert,goody,dish,ambience,restaurant,concept,intestine goodness,variety,salmon,sauce,chili,cilantro,broth,pot,what,dish,tender,beef enoki roll,tongue,amount,sweetness,service,review,server,start,variety,half,promise,pot,hotpot place,pot,specialty,one,location,chat,day,variety,place,order,cuttle tenacle,that,service,congee,scallop flavour,milk pudding,impression,mistake,piss,location,pot,pudding,place","pudding,eat,sum,eater,pot restaurant,idea,restaurant restaurant,variety,food,beef,waiter,dumpling,quality,service,quality,bowl,scum,food,sum,sum,problem,alot,mistake,rip,kind,than,boiling,meat,ball,sum,health violation,condiment,lot,pork,rip,soup,noodle,base base base,sum,veggie,vinegar,have,ignore,customer service,plea,health hazard,time limit,hype,time,fault,menu,time limit,problem",25,"You are doing good at Service,Price while not so good at Food,Ambience","You are doing good at Service,Price while not so good at Food,Ambience"
ld3lAIb7Eqhl08i71PCYng,Wuhan Noodle 1950,3621 Highway 7,Markham,ON,4,3.821609355,2.077836353,3.069123157,3.801067154,4.424827739,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"wonder,Wuhan noodle,service,place,cilantro,rice,delicacy,one,that,taste,dish,pork rib,rib rib,lotus root,noodle,dry,noodle soup,egg noodle,Rice noodle,chili,water,something,noodle,Service staff,staff staff,way,noodle,dry,deter,place,worker,noodle,food,pop,wifi,little,spot,experience,service,noodle,around,waitress,way,noodle,Noodle,sesame paste,richness,paste paste,nuttiness,sauce,staff,smile,bone,pop,spicy,base base base,way,flavour,specials sauce,delicacy,cashiers recommendation,beef,restaurant,service,experience,lotus root,root root,spice,partner,soup,variety,soup,staff,soup noodle,side order,size,tea,source,restaurant,server,sauce,which,alot,flavour,husband,noodle,soup,hometown fav,server,option,place,thank,quality,amount,food,can,pop,juice,top,sauce,beef,chili sauce,sauce sauce,pop,pair,service,noodle,11.3,drink,dumpling,wuhan beef noodle,service","bean,server,place,disappointment,noodle,nut allergy,this,food,rice,time,People,suicide,meat,mouth,dish,which,beef noodle,side,complaint,look,rice,place,lunch break,nightmare,menu,place,quality,parking,trouble,drawback,bitterness",22,"You are doing good at Food,Service while not so good at Ambience,Price","You are doing good at Food,Service while not so good at Ambience,Price"
D84t4wCarKR7h9lbWZDFmQ,Tang Dynasty Best Food,8360 Kennedy Road,Markham,ON,2.5,2.884024476,1.032016985,2.182099047,3.858899166,1.904875362,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"bother,deal,leftover,food,one,meat,potato,sauce,tender,service,minute,stall,place,taste,price,pork,price,portion,food,date,value,food,reviewer,time,food,place,store,menu,portion,menu variety,taste,place,price,air,portion,melon,beef,family combo,Mall washroom,order,recommend,stop,wonder,taste,court food,food food,food,combo,soup,dishes combo,dinner,combo combo,rice,parent,curry,brisket,dessert,brisket curry rice,pricing,top,lol","attitude,service,abuse,thing,food,customer service,lady,hell,food stall,pan,service,today,food,chop,dime,dozen,court stall,something,spiciness,flavour,court stall,service,indifference,food,stuff,par,grouch,quality,steal,time,amount",16,"You are doing good at Food while not so good at Service,Ambience,Price","You are doing good at Food while not so good at Service,Ambience,Price"
YEHWvvwcunakP4CyteM82A,The Brilliant Chinese Restaurant,7220 Kennedy Rd,Markham,ON,3.5,1.762874769,1.475378272,3.433478536,4.230214665,3.555654386,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"atmosphere,staff,flavour,amount,crunch,noodle roll,version,light,antidote,shell,pastry shell,chow fun,fun fun,value,couple,experience,virtue,Chinese,people,brilliance,chow fun,texture,anything,food,experience,work,dumpling,taste,yumminess,goodness,sum,like,beef,chestnut,ton,twist,service,deco,brilliance,soy,pot,price,blast,thank,dish,price,cleanliness,place,line,nothing,quality,dish,good,value,food,miss,time experience,dessert round,tea,service,friend,turnout,time,side,plus,custard roll,eggplant batter,top,coconut pudding,sum,cure,fear,eater,issue,enjoy,vegetable,mai,siu mai,mai mai,susan","sum,bird,taro dumpling,fat,which,dumpling,celery,dough,sum,nothing,menu,rumor,sum,dim sum,dim,eat,carpet,floor,wall,experience,rice,parking,nightmare,sum,summary,everyone,damage,onslaught,menu,coconut flake,flakes flake,y,guess,sum,headache,pain,restaurant,parking",11,"You are doing good at Service,Ambience,Price while not so good at Food","You are doing good at Ambience,Price while not so good at Food,Service"
KRoJhHyPWORMJn1UO5kAkA,The Six Cafe and Restaurant,8920 Woodbine Avenue,Markham,ON,3.5,2.498934983,1.39940194,2.398500128,4.559213092,3.934506905,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Asian Fusion,3.001603408,1.575305468,3.475673353,4.116206796,3.991034024,"price,nothing,service,food,place,restaurant,improvement,venue,food,thing,vermicelli,rice,lot,taste,quality,restaurant space,pork,pancake,sweetness,ish,egg,chicken,amount,price,food,restaurant,price,service,restaurant,sauce,sesame,way,food,sesame y,y y,part,service,vibe,lunch menu,meal,enjoy,tea,milk HK tea,portion,dimple,sauce,lady,portion,price,serve,cor,quality,smile,favorite,size,issue,restaurant,congee queen,place,deal,restaurant,service,dish,meat,side,portion,combo,dish,rating,wise,pork dish,sauce,dish dish,wish,HK tea,water,as,menu,pork,food,liking,portion,ingredient,quality,staff,soup,day,everything,look,soup noodle,soup Guilin vermicelli,vermicelli vermicelli vermicelli,patron,service,food,portion,drink,wait time,ceiling,option,pepper chicken,price,service,improvement,portion,ingredient,classic,hei,chicken,mix,trouble,overseasoning,balance,decor,seat,pot,hour,atmosphere,food,squid,dinner,service,food,come,impression,pace,waitress,meat,water,family,portion,place,service,chef,stuff,favorite,value,selection,dish,restaurant,brother,service,time,food,kid,coffee,milk,owner,ball,Sesame chicken,wokhay,price,starter,everything,quality,restaurant,variety,customer,deal,pick,quality,kitchen,portion,spacing,staff,price,location,chicken steak,beyond,portion,Cons,feel,assortment,size,value,entry,food,service,fairness,bonus,sauce,balance,pineapple,bell pepper,dish,this,mom,rice,presentation,soup,server,effort,place,parking,portion,food,staff,price,value,exterior,parking,table,portion,do,pork,taste,dish,top,egg noodle,cafe,feel,addition,item,food,chicken,tea afternoon menu,smile,selection,noodle,hay,wok,service,recommendation,waitress,over,one,hour,everything,food,price,taste,food,place,price,soup,noodle goon yum soup,size,lunch selection,selection selection,for,portion,execution,sauce,pasta,option,dish,mix,place,thing,staff,food,food,beef dan waat noodle,sauce,portion,come,food,check,thumb,price,portion,skill,Lunch pricing,saltiness,meal,value,something,service,surprise,generation,presentation,taste,notch,price,stir,time,food,price,something,cafe,table,hour,amount,leftover,rice,amount,place,food,staff,noodle fry dish,spot,meal,cafe,oyster dish,chicken,price,size,food,price,pricing,gem,hand,quality,service,place,lot,dish,vermicelli,good,dish,way,attraction,friend,wife,friends recommendation,restaurant,rule,noodle,option,service,food,price,review,soup,someone,answer,food,portion,price,fish,one,soup,review,place,space,portion,nothing,restaurant,table,food,price,environment,food,rice,fish,partner,everything,restaurant,dish,style dish,food,pork,value,soup,thing,aroma,oil,approval,success,food,Cafe,tea,show,bonus,restaurant","end,chatter,space space,starve,rib,thing,sesame chicken,Top regret,regret,chef,meat,fact,rice,service,u,queen queen,variety,Sesame chicken,twist,service,thing,flavour,atmosphere,rice,disappointment,one,dish,Beef brisket,ho fan,fan fan,noodle,aroma,service,lemon,one,order,vent,flavour,quality,milk,complaint,noise,strike,place,part,bland,taste,cup,menu,lunch chef,lemon,drink,issue,acoustic,warning,word,place,noise,dish,lot,drink,experience,server,complaint,pain,communication,acoustic,experience,waiter,service,kitchen,drink,par,mind,family,inconsistency,fish,flavour,time experience,come,Today service,mistake,service,ask,family attitude,experience,noise,headache,drink,service,job,table,one,noodle,goon,yum goon,noodle soup,Tong yum,spiciness,flavour,lemon,choice,lemon,chicken steak,imperfection,liar,shame,staff,BS excuse,type,flavour,price,tea,patronize,Honey lemon,lemon,cold,drink,lunch,menu Dinner item,vermicilli,flavour,vermicilli noodle,noodle,beef curry brisket,brisket brisket brisket,attitude,day,thing,problem,take,taste,nothing,environment,try,service,people,man,boyfriend,dish,spaghetti,pan,flare,lemon,dish,lemon tea,food,nobody,attitude problem,standpoint,regret,guest,future,son,allergy,chicken,time,deal,milk,milk tea,lemon,experience",75,"You are doing good at Service,Price while not so good at Food,Ambience","You are doing good at Price while not so good at Food,Service,Ambience"
rXJyCT9XqWD431B1lp4Thg,Spicy House,8392 Kennedy Road,Markham,ON,3,3.803521633,2.093150192,3.853841325,4.080633162,2.758739676,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"taste,snail,river snail,snail snail,eggplant dish,cheap,place,price,food,service,decoration,luck,Pork,vegetable,pot,portion,appetizer,meat,price,service,speed,food,chicken rice,rice rice,item,service,food,favor,place,chance,noodle,touch,hair,flavour,pepper,pao chicken,dish,restaurant,place,grace,surprise,do,sauce,food,top,sauce sauce,those,restaurant,quality,pot,veggie,dish,chicken,kick,pork,husband","menu,someone,service,store front,waitress,time,error,table,rice,replacement,tea,customer,criticism,beef",12,You are doing well in all aspects. Keep going!,You are doing well in all aspects. Keep going!
f1iTkj320DVn4TyWcvsUjA,Golden Prince Seafood Chinese Restaurant,4855 14th Ave,Markham,ON,3,3.54170765,2.045730394,3.160790221,3.801067154,4.235356441,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"friend,service,which,duck,kingcrab,food,serving,run,food,lot,fry,staff,restaurant,method,order dish,cooking method,fish,seafood,Pork,ingredient,recommendation,staff,course,place,food,oyster,pork,staff,entree,fancy,food,pork,dish,service,parking,breeze,regular,pork,side,restaurant,curd,cook,something,soup,potato,ending,thing,seafood,soup,pork,dish,¦,staff,pork,nugget,mix,sauce,one,food ingredient,team,work,price,abundance,presentation,item,chicken,pork,broccoli,dish,soup,celebration,function,area,thing,recommendation,size,flavor,pork,chicken,pork,sauce,dish,describe,customer,meal,restaurant,advantage,service,cash,meal,confidence,owner,restaurant,pork,pot,neck dish,size,amount,dish,food,value,taro duck,duck,pork,staff","place,garbage,garbage,washroom,diner,shame,fish dish,pork side,menu,explain,problem,service,hit,sauce,punch,egg scramble,look,visit,struggle,location,owner,fish,death,food,$,headache,table,seafood,chair,signage,seafood tank,warning,difficulty,boiling,tureen",16,"You are doing good at Food,Service while not so good at Ambience,Price","You are doing good at Food,Service while not so good at Ambience,Price"
tQ9BtMUHFr8rdpmjmayUcA,Lucky Noodle,1661 Denison Street,Markham,ON,3.5,2.72886297,1.589400083,3.400334642,3.959298245,3.75275532,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Asian Fusion,3.001603408,1.575305468,3.475673353,4.116206796,3.991034024,"soup,place,time,broth,hour,quality,place,food,¡,luck,menu,content,menu format,someone,place,fish soup,line,noodle,seating,go,place,variety,option,pricing,service,twist,Special,drink,part,taste,tea,bone tomato soup,soup soup soup,noodle,part,enjoyment,experience,topping,service,amount,beef,recommend,broth,pot,place,base,soup base,beef brisket,lamb,helping,soup base,broth,price,portion,drink,price,coffee,topping,amount,broth soup,teriyaki chicken,fave,service,portion,choice,water,price,enjoy,soup,shrimp,fish,lot,setting,server,bang,hour,opening,drink,mango,spoonfuls,noodle,pork soup,soup soup,lamb,dumpling,something,avocado shake,shakes shake,one,colour,mango pudding,flavour,service,welcome,sense,place,wifi,hour,quality,cup,service,noodle soup,portion size,portion,price,place,need,option,beauty,noodle,rice,rice noodle,fish,topping,disappointment,fillet fillet,service,variety,wifi,drink,touch,size,bowl,noodle,tea,tasting,place,server,base,tom,lemon,egg,dessert,teriyaki,fancy,place,selection,portion,price,service,grassroot,place,soup,sandwich,recommend,regret,side mango app,noodle,quality,difference,server,food,review,milkshake,husband,coffee milkshake,waitress,lot,recommend,say,soup,onion,fact,option,bowl,couple,price point,option,lamb,amount,BBQ pork,pork pork,distinction,bone broth,broth broth,portion,way,stuff,nothing,decor,rice noodle,rice,egg noodle,vermincelli,lai fun,variety,glass noodle,pork,lot,milk tea,service,food,opening,Garden,advantage,Noodles fair,service,noodle,topping,Noodles,trait,kink,food,Noodles kink,kinks kink,concept,size,drink,place,expression drink,place,price,service,place,fish broth,goodness,belly goodness,disappoint,spicy,taste,flavour,beef tongue,tongue tongue,pork cutlet,cutlet cutlet,booth,fish,soup,server,flavour,fish broth,broth broth,variety,price,portion,tasting,mango pudding,place,food,pricing,for,tender,flavour,soup,soup base,chasu pork,chasu,pork,base base,ramen noodle,ramen,recommendation,sign,thing,top,taste,like,service,place,Service attitude,food,comfort,soup base,dish,side,meal,broth,soup broth,noodle,noodle,price,for,laksa,place,miscommunication,booth,restaurant,veggie topping,toppings topping,flavour,fish flavour,flavours flavour,dumpling,waitress,portion,noodle,dish,amount,ole,place,staff,bargain,flavour,ingredient,food,restaurant,price,price,pork broth,combo price,time,noodle,enjoy,flavour,thing,price,service,second,noodle,stuff,Garden,comparison,drink,noodle,seating,combination,bit,staff,price,variety,soup,portion,worth,noodle soup,number,variety,price,depth,temperature,taste,Beef slice,slices slice,bonus,msg thing,part,side tongue dish,dish dish dish,bite,Mango pudding,piece,service,food,tea,job,star,guys value,sauce,quality,convenience,restaurant,value,tasting,soup option,options option,portion,stuff,pork,bok choy,veggie,tender,layer,top,noodle,deal,portion,service,noodle,seating,turnover,fact,one,broth,bowl,something","bowl,type,beef,topping,price,version,base base,flavour,price,service,chili peanut soup,soup soup soup,bit,tea tea,food,place,service,recommend,options option,brand,milk,coffee,milk tea,aftertaste,broth,something,garbage,portion,milk,coffee,milk tea,lot,day,lemon,chicken grass appetizer,pan,complaint,surprise surprise,quality,service,delay,get,rip,drink,lemon,soda,fizz,taste taste,complaint,honey lemon,undertone,flavor,noodle,milk shake,pork,pudding,shake,milk,price,nothing,quality,ox tongue,request,apology,bill,service,quality,variation,drink,place,drink,pop,meat,fish,luncheon meat,topping,tofu tofu,lemon,ovaltine,lemon tea,complaint,tea tea,food,Top regret,rice noodle,bill,meal,seem,service,review,fat,tea,disappointment,noodle place,way,time,decline,restriction,today,discount,ad,service,rush,base ingredient,night,HK,criticism,tea,soup base,bowl,topping,pan,lemon,confusion,desert,drink,restaurant,apology,restaurant,say,drag,vermicelli,glitch,experience,soup base,topping,miss,door,hubby,pudding pudding,downside,chlorine smell,spot,steal,2,price,ingredient,omission,beef brisket,complaint,drink,gripe,problem,straw,factor,contamination",70,You are doing well in all aspects. Keep going!,"You are doing good at Service while not so good at Food,Ambience,Price"
ywczsfJ5mTSIAL2PnIAKog,Amazing Seafood House,"4721 Highway 7 E, Unit 5",Markham,ON,3,1.964739743,1.056058719,3.005677659,2.795560399,3.1639536,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"dish,tofu dish,service,fish,perfection,stall,lady,visit,feat,definition,staff,from,waitress,pork bun,bun bun,paste,deal,soup,descriptor,Premiere,right,food,people,call,service,order,lunch,rib,service,portion,pigeon,tooth,value,people,variety,combo a,opening,har gau,everything,deal,promotion,dish,call,food,thing,top,date,restaurant atmosphere,atmosphere atmosphere,decor,supervisor,order,luck,food,pigeon,nothing,leaf dish,rib,fish,soup,bean sweet,sweet,mango,seafood,vegetables thinking,pumpkin,get,service,presentation,wall,place,overstatement,work,server,staff member,grocery,food,heat,place,service,food,presentation,birthday,room,bit concern,concern concern,everything,judgement,bun,lunch,food,winner,restaurant,service,food,disappoint,birthday,would,which,value,service,place,sauce,quail,seafood,service,restaurant,decor,pork,tofu,dish,bowl,place,soup,highlight,fin soup,menu,as,line,food,service,cleanliness,service,rib,crab,turn,image,place,market,fishball,dinner,Seafood house,food,lobster,job,dish,rice,food,value,seafood price,reservation,price,good,category restaurant","light,dinner,sink,experience,good,dish,bit,almond,special,sum,dinner,food,place,service,waiter,decoration,sum,food,oyster,sum,lunch,parking,bitch,beware,sum,lengthy,layout,start,mistake,price,explanation,experience,Price point,Dimsum menu,dish,variety,service,service,sum,mediocre,House,quality,bbq pork,taste,dish,dinner menu,menus menu,place,rip,allergy,restaurant,meal,menu,sum,service,sum,miss,seafood,sauce,option,food tank,space,taste,pea leaf,disappointment,leaves leaf,food,shark,service,dish,washing dish machine,fork,food,sum,service,trick,moron,discount,customer,time,service,|,food,sum,restaurant,space,lack,dimsum menu,wait staff,food,hype",32,You are not doing so well in any of the aspects!,You are not doing so well in any of the aspects!
nGAw4TZ8pBT7ZQxi-Mxf8Q,Asian King,800 Steeles Avenue W,Markham,ON,2.5,2.381569294,1.014406955,2.722634346,4.493776028,5,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"dinner,family,pork,family dinner,lot,cut,sauce,rice,value,lunch,lunch menu,comment,while,smile,food,price,decor,service,food,portion,food,Duck,spot,number,price,enjoy,spice,option,rice,item,food,value,service,resto,decor,server,eater,parent,change,what,place,today,for,consistency,soup,rice,table,staff,manner,enjoy,birthday celebration,recommendation,fresh,tea","chicken,service,customer,face,service,takeout,emergency,food,service,inconsistency,disappointment,service,food,choice,lemon,Yum soup,service,order,dish,time,lemon,restaurant,mistake,food,pork,pan,denial,experience,star",12,"You are doing good at Price while not so good at Food,Service,Ambience","You are doing good at Price while not so good at Food,Service,Ambience"
hfeu3UZ-OrCgf5mp6RBjvA,The Taste of Home,"3636 Steeles Avenue E, Unit 177-120",Markham,ON,3.5,2.049721778,1.499676469,3.644956404,3.959298245,3.818268652,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"VIP distinction,deal,staff,experience,anyone,recommendation,food,dish,love,feature,dish,job,noodle,Sesame beef,honey,service,cuisine,perk,portion,ease,situation,while,something,burger,snack,pepper,variety,pot,fish,star,waiter,kid,dish,price(think,soup,beef Braised noodle,food,place,card,taste,place,combination,family portion,par,spice,dish,presentation,pork slice,variety,slice,variety,fish,food,portion,dumpling,eat","food,tea,risk,food,hit,miss,fish,sesame beef,beef beef,reason,day,dislike,issue,seating,half,bun,pan,style,knife,beware,dining experience,this,starter,sauce,nothing,fish,value,restaurant",12,"You are doing good at Service,Ambience,Price while not so good at Food","You are doing good at Service,Ambience while not so good at Food,Price"
jA_ccbcWXJVPTb3K8phv9g,Li Dynasty Indian Hakka Chinese Cuisine,"9750 Markham Road, Unit 1 & 2",Markham,ON,3.5,2.55123903,2.631796454,3.668074548,5,3.555654386,City,2.705003838,1.384411005,3.195133524,3.885772245,3.721021818,Traditional Chinese,2.847977021,1.479525909,3.290775966,4.035660406,3.920198235,"restaurant,service,food,special,value,Chilli chicken,hakka,cash,time,portion size,sizes size,flavour,service,level,spice,spice level,time,service,food,people,explanation,enjoy,dish,value,place,pushy,service,beef,surrounding,thank,restaurant,parking,everything,server,dinner,improve,shrimp,place,prefer,love,side,piece,one,chilie,come,Chicken,everything,restaurant,folk,fry,chicken,cheer,flavour,smile,place,environment,food,People,place,staff,food,staff,price,business,family,family business,service,place,fish,flavour,whole,restaurant,service,food,review,parking,restaurant,chicken wing,wings wing,flavor,portion,special,restaurant,restaurant menu,price,dish,sense,selection,enjoy,food,portion,place,food,pakora,chicken pakora,pakora pakora,renovation,Hakka dish,staff,food,chilli staffs chicken,quality,liking,place,family,business,family business,price,food,luck","saltyness,food,lack,disappointment,shame,place,noodle,hassle,waste,highway,anyone,sauce,version,Rice,seasoning,ingredient,mixture,food,service,shrimp,for,service,spiciness,lemon,find,bs,chicken,shrimp,chicken wing",28,"You are doing good at Service,Ambience,Price while not so good at Food","You are doing good at Service,Ambience,Price while not so good at Food"
