"","business_id","food.pos","food.neg","service.pos","service.neg","ambience.pos","ambience.neg","price.pos","price.neg","misc.pos","misc.neg","review.counts","star","fp","fn","sp","sn","ap","an","pp","pn","mp","mn","response","f.prop","s.prop","a.prop","p.prop","m.prop","adj.pp","adj.sp","adj.fp","adj.ap","adj.mp","norm.fp","norm.sp","norm.ap","norm.pp","norm.mp"
"11","_Ss4d4dYzehTmWJGpkqL7w",183.25,-91,165,-105.875,65.75,-37.5,29,-9,24.5,-13,107,3,1.712616822,-0.85046729,1.542056075,-0.989485981,0.614485981,-0.35046729,0.271028037,-0.08411215,0.228971963,-0.121495327,FALSE,0.668185961585017,0.609137055947847,0.6368038737909,0.763157893477147,0.653333333904,0.803391944221794,0.236231572230175,0.59615911650593,0.611213797296254,0.698772481632753,2.52141343413772,1.02957593563651,3.05606898648127,4.01695972110897,3.49386240816376
"12","_UZR3RZ56PnUO2ZpNba0Kg",14.25,-19.25,15,-19,0,-10,3,-3,0,-3,15,2.5,0.95,-1.283333333,1,-1.266666667,0,-0.666666667,0.2,-0.2,0,-0.2,FALSE,0.425373134391847,0.441176470523356,0,0.5,0,0.559112079828178,0.135459297897259,0.351771981161277,0,0,1.02147943712894,0.505714712149767,0,2.79556039914089,0
"13","_W1ke2wRSE058_IjH2aARA",19,-1,18.25,-2,3.5,-2,3.5,-2,5.5,0,10,4.5,1.9,-0.1,1.825,-0.2,0.35,-0.2,0.35,-0.2,0.55,0,TRUE,0.95,0.901234567901235,0.636363636363636,0.636363636363636,1,0.689369872366868,0.644254787795882,0.93301382743725,0.610761500830225,1,4.58887018576215,3.15067067456342,3.05380750415112,3.44684936183434,5
"14","_WYb1KDwRxwWfopKVWMYuQ",47.75,-1.5,20,-6,12,0,2,-1,4.5,-5,10,4,4.775,-0.15,2,-0.6,1.2,0,0.2,-0.1,0.45,-0.5,TRUE,0.969543147208122,0.769230769230769,1,0.666666666666667,0.473684210526316,0.717218584939442,0.398153314879352,0.95890906784769,1,0.525571437137751,4.74780306656849,1.87132057993295,5,3.58609292469721,2.62785718568876
"15","_xAJZOKBMPOe47p1MphB2w",1880.25,-621.75,1478.25,-835.875,590.875,-269.5,320.75,-113,225.25,-81.25,683,4,2.752928258,-0.910322108,2.164348463,-1.223828697,0.86511713,-0.394582723,0.469619327,-0.165446559,0.329795022,-0.118960469,TRUE,0.751498801051372,0.63879436074116,0.686764492303231,0.739481268562424,0.734910276563056,0.782591613727368,0.259800975577617,0.689143207643935,0.662830736265409,0.773365934099703,3.09210631976023,1.15210067328065,3.31415368132705,3.91295806863684,3.86682967049852
"16","_xt4ZyvtgY8Xu_O6SpSB5A",333.0625,-112,372.25,-69.25,106.75,-45.5,61.75,-18.5,42.25,-10,159,4,2.094732704,-0.704402516,2.341194969,-0.435534591,0.671383648,-0.286163522,0.38836478,-0.116352201,0.26572327,-0.062893082,TRUE,0.748349950739429,0.843148357955321,0.70114942535938,0.769470405435002,0.808612439346901,0.808900626733974,0.516170391168341,0.68553485754127,0.677799132186598,0.838722693087937,3.06995995356766,2.48482831692053,3.38899566093299,4.04450313366987,4.19361346543969
"17","_YoPC6DmYegxbPiKIoAKoA",17.5,-4.5,17,-5.5,9.5,-4.5,4.5,0,5,0,10,3.5,1.75,-0.45,1.7,-0.55,0.95,-0.45,0.45,0,0.5,0,TRUE,0.795454545454545,0.755555555555556,0.678571428571429,1,1,1,0.380206190531603,0.740317286685169,0.654326752408706,1,3.40618889538891,1.77802306748603,3.27163376204353,5,5
"18","_zh_cug7ewvQEHT-uwaw8w",14.5,-14,7,-13.75,0,-2.5,2,0,0,-1,12,2,1.208333333,-1.166666667,0.583333333,-1.145833333,0,-0.208333333,0.166666667,0,0,-0.083333333,FALSE,0.50877192968421,0.337349397527653,0,1,0,1,0.0917654269209889,0.431578486958375,0,0,1.51129446384354,0.278573617438716,0,5,0
"19","00I_YBjgZAvd2ggZr3J0cQ",27,-11,32,-14,14,-4,5.5,-2,18.5,0,19,3,1.421052632,-0.578947368,1.684210526,-0.736842105,0.736842105,-0.210526316,0.289473684,-0.105263158,0.973684211,0,FALSE,0.710526316,0.69565217394896,0.77777777754321,0.733333332995555,1,0.777154448976393,0.312069944867411,0.642776724717667,0.758351252516805,1,2.80753052175533,1.42381912345756,3.79175626258402,3.88577224488196,5
"20","01l8MH9tBK6GPvJQdMU1gw",88.5,-7,89.5,-12.5,13,-4.5,8,-3,14.25,0,22,4.5,4.022727273,-0.318181818,4.068181818,-0.568181818,0.590909091,-0.204545455,0.363636364,-0.136363636,0.647727273,0,TRUE,0.926701570724048,0.877450980421761,0.742857142462041,0.727272728,1,0.771779833282122,0.586950144908641,0.902611775322208,0.721471090241348,1,4.40227660143999,2.85277444732133,3.60735545120674,3.85889916641061,5
"21","0d_aewXm7wVlaTW8Glzxdw",160.75,-36,104,-24,38.5,-8,12.5,-3.5,20.5,-14,61,3.5,2.635245902,-0.590163934,1.704918033,-0.393442623,0.631147541,-0.131147541,0.204918033,-0.057377049,0.336065574,-0.229508197,TRUE,0.817026683737068,0.8125,0.827956989233206,0.781250000714844,0.5942028984226,0.819138989243665,0.462370951258866,0.765993761143821,0.811855974140768,0.643159337978046,3.56377909304618,2.20515376754229,4.05927987070384,4.09569494621833,3.21579668989023
"22","0Eqjt54KPklmWTsly9ltyQ",10.25,-13.5,8,-8.5,3,-7,1,-1,0,-3.5,13,2.5,0.788461538,-1.038461538,0.615384615,-0.653846154,0.230769231,-0.538461538,0.076923077,-0.076923077,0,-0.269230769,FALSE,0.43157894733385,0.484848484633609,0.30000000039,0.5,0,0.559112079828178,0.157391909339638,0.357572195592483,0.277599679464958,0,1.05707844197441,0.619730643024826,1.38799839732479,2.79556039914089,0
"23","0gVPTer9PnXRmSjuHt-XgQ",39.25,-13,33,-8.5,10,-6,5.5,0,5.5,-1,10,3.5,3.925,-1.3,3.3,-0.85,1,-0.6,0.55,0,0.55,-0.1,TRUE,0.751196172248804,0.795180722891566,0.625,1,0.846153846153846,1,0.435192378135832,0.688796087908991,0.599101826049162,0.871297918886487,3.08997586108964,2.06386688418963,2.99550913024581,5,4.35648959443244
"24","0-jZq2P4eN7fRdt4Ls1QZQ",68.5,-50,77.75,-34.5,13.5,-11.5,20.5,-3,6.5,-1,40,3,1.7125,-1.25,1.94375,-0.8625,0.3375,-0.2875,0.5125,-0.075,0.1625,-0.025,FALSE,0.578059071729958,0.692650334075724,0.54,0.872340425531915,0.866666666666667,0.896541299672855,0.309042572387081,0.501076389183208,0.512807482442033,0.888898391640736,1.93784010062924,1.40808143110127,2.56403741221016,4.48270649836427,4.44449195820368
"25","0LA4HKI7ydji1zwnqDbgnw",70.5,-21.5,85.75,-25.5,24.375,-9.5,3,0,12.25,-3.5,34,3.5,2.073529412,-0.632352941,2.522058824,-0.75,0.716911765,-0.279411765,0.088235294,0,0.360294118,-0.102941176,TRUE,0.766304347896385,0.770786516886898,0.719557195442328,1,0.777777778737213,1,0.400260271007263,0.706211489881014,0.697023674319632,0.811608915207895,3.19686345749513,1.88227351934319,3.48511837159816,5,4.05804457603947
"26","0lUhcajLmtq3H4h9xiiabQ",15.75,-11,17,-12,3,-9.5,3,-5,1.5,0,13,3.5,1.211538462,-0.846153846,1.307692308,-0.923076923,0.230769231,-0.730769231,0.230769231,-0.384615385,0.115384615,0,TRUE,0.588785046865228,0.586206896629013,0.2400000001248,0.375,1,0.432105383843093,0.219457310918283,0.512107611629574,0.220667451672221,1,2.00554458741631,0.942375511590272,1.10333725836111,2.16052691921546,5
"27","0M3KCmdY-_xlIu5vEqVq4A",204.75,-36,109.75,-31.5,45.375,-11,17.5,-5,14,-6,64,4,3.19921875,-0.5625,1.71484375,-0.4921875,0.708984375,-0.171875,0.2734375,-0.078125,0.21875,-0.09375,TRUE,0.850467289719626,0.776991150442478,0.804878048780488,0.777777777777778,0.7,0.816126632353205,0.408801798100548,0.806552932831304,0.787172345131099,0.741740286595069,3.81271232931812,1.92667635596819,3.93586172565549,4.08063316176602,3.70870143297534
"28","0Mhw1lD_Zwsv4Vo6oQrPWA",49,-14,36.5,-20.5,9,-2,4,-1.5,5.5,0,18,3.5,2.722222222,-0.777777778,2.027777778,-1.138888889,0.5,-0.111111111,0.222222222,-0.083333333,0.305555556,0,TRUE,0.777777777714286,0.640350877195753,0.818181818330578,0.727272727867769,1,0.771779833282122,0.26110156185866,0.719555495199178,0.801385426885274,1,3.27876272442975,1.15886172660556,4.00692713442637,3.85889916641061,5
"29","0nCwewaRirX8wHuSZiaCfg",74,-52.5,102.75,-16.5,20,-12.5,8.5,-7,5,-3.5,37,3.5,2,-1.418918919,2.777027027,-0.445945946,0.540540541,-0.337837838,0.22972973,-0.189189189,0.135135135,-0.094594595,TRUE,0.584980237140277,0.861635220110175,0.615384615472189,0.548387097313215,0.58823529283737,0.606283185605232,0.552752961211763,0.508185955283698,0.589258793782009,0.63747243582751,1.98147529395915,2.67500155681313,2.94629396891004,3.03141592802616,3.18736217913755
"30","0PM5oFKO29sZmL5efmHxug",447.75,-204.5,231.25,-119.25,86.75,-38.75,63.25,-21,39.5,-16.5,124,3.5,3.610887097,-1.649193548,1.864919355,-0.961693548,0.699596774,-0.3125,0.510080645,-0.169354839,0.318548387,-0.133064516,TRUE,0.686469911907596,0.659771754746002,0.691235059701909,0.750741839382648,0.705357142995536,0.792511639675178,0.277908256986217,0.61613185955891,0.667477499269498,0.746621865047958,2.64399679465888,1.24623075673387,3.33738749634749,3.96255819837589,3.73310932523979
"31","0qk9V2K2xWgcCeiLGmU3Wg",18,-8,29,-4.5,4,-1,2.5,-1,4,-1,10,3,1.8,-0.8,2.9,-0.45,0.4,-0.1,0.25,-0.1,0.4,-0.1,FALSE,0.692307692307692,0.865671641791045,0.8,0.714285714285714,0.8,0.760213430886253,0.561211430226676,0.622559211923089,0.781971558475954,0.83118233287673,2.68344487897883,2.71897261885683,3.90985779237977,3.80106715443127,4.15591166438365
"32","0R87tcWUqkWXAD5z0vZcuQ",164.75,-77.25,131.875,-59.5,39.125,-38.75,38.5,-9.25,15,-5.5,68,3,2.422794118,-1.136029412,1.939338235,-0.875,0.575367647,-0.569852941,0.566176471,-0.136029412,0.220588235,-0.080882353,FALSE,0.680785123953589,0.689092096636352,0.502407704706755,0.806282722356514,0.73170731666865,0.840719858288133,0.305496218790662,0.609896475979181,0.475152829351813,0.770482505295221,2.60572692500132,1.38964583315297,2.37576414675906,4.20359929144066,3.85241252647611
"33","0sPOBQHlVvuhO1h-1p1ccQ",161.75,-52.5,165.625,-53,41.5,-28.5,24,-8,14,-7.5,61,3.5,2.651639344,-0.860655738,2.715163934,-0.868852459,0.680327869,-0.467213115,0.393442623,-0.131147541,0.229508197,-0.12295082,TRUE,0.75495915977825,0.757575757550393,0.592857142782449,0.75,0.651162790367766,0.791859648960218,0.382794411695252,0.693117284743815,0.566279591698663,0.69675438936717,3.11649734730117,1.79147784673378,2.83139795849331,3.95929824480109,3.48377194683585
"34","0v8icS8wOOgEDiHDCOQkZQ",776.125,-183.5,689.75,-113.5,270.25,-47,90.75,-25.5,100,-24.5,320,4,2.425390625,-0.5734375,2.15546875,-0.3546875,0.84453125,-0.146875,0.28359375,-0.0796875,0.3125,-0.0765625,TRUE,0.808779471147584,0.858699035169623,0.851851851851852,0.780645161290322,0.803212851405622,0.818614589732028,0.546710391350981,0.756132899286097,0.837548318571363,0.833998205505498,3.5032577324625,2.64358946394108,4.18774159285681,4.09307294866014,4.16999102752749
"35","0vjgAYQ-2mSs51_S75rOQQ",37.5,-43,46,-19,13,-14,11.5,-7.5,3.5,-2,24,3,1.5625,-1.791666667,1.916666667,-0.791666667,0.541666667,-0.583333333,0.479166667,-0.3125,0.145833333,-0.083333333,FALSE,0.465838509270476,0.707692307641183,0.481481481777778,0.605263158060942,0.636363636760331,0.660383407496782,0.324550777851939,0.38998759569646,0.454325316300074,0.682947663941686,1.25602901510515,1.48870030710346,2.27162658150037,3.30191703748391,3.41473831970843
"36","0VtWeDkqzj9CE3MF0geWYA",50,-50,88.5,-49,8.5,-9.5,13,-6,8.25,-4,27,2.5,1.851851852,-1.851851852,3.277777778,-1.814814815,0.314814815,-0.351851852,0.481481481,-0.222222222,0.305555556,-0.148148148,FALSE,0.5,0.643636363628509,0.472222222263889,0.684210526315789,0.673469388294877,0.733166733113689,0.263868840936452,0.422991435817271,0.445139961389566,0.717410811470507,1.45859115799059,1.17324733229937,2.22569980694783,3.66583366556845,3.58705405735253
"37","0XlbdDkYzC14SZF_bUGeXA",28.5,-4.5,12.5,-5,17.75,-1,8.5,0,2,0,15,3.5,1.9,-0.3,0.833333333,-0.333333333,1.183333333,-0.066666667,0.566666667,0,0.133333333,0,TRUE,0.863636363636364,0.714285714408163,0.9466666664,1,1,1,0.331624316374267,0.822783581493772,0.940882095550478,1,3.91232846372719,1.52547185532163,4.70441047775239,5,5
"38","0zabNTBrOgQLy0hYsi1Tpg",15.25,-2,28,-5,4,-2,4.5,-1,2,-2,10,4.5,1.525,-0.2,2.8,-0.5,0.4,-0.2,0.45,-0.1,0.2,-0.2,TRUE,0.884057971014493,0.848484848484849,0.666666666666667,0.818181818181818,0.5,0.850894831968146,0.526382524909862,0.848248220064749,0.641997782496376,0.551747935130362,4.06861851172945,2.53791574510112,3.20998891248188,4.25447415984073,2.75873967565181
"39","13ngZbrJVhnngzhc-MlXYg",61,-13,49.75,-34,15,-6,11,-2,6,-4,29,3,2.103448276,-0.448275862,1.715517241,-1.172413793,0.517241379,-0.206896552,0.379310345,-0.068965517,0.206896552,-0.137931034,FALSE,0.824324324356099,0.594029850714226,0.714285713891156,0.846153846668639,0.60000000116,0.874605411391248,0.225047811857212,0.774765676078699,0.691510221005666,0.648670576981,3.61761700645,0.971437539624849,3.45755110502833,4.37302705695624,3.243352884905
"40","18xmM5Z3fwcI6UD0M4M8mg",53.75,-14.5,24.5,-13.5,9,-11,6,-2,6,-2,11,3,4.886363636,-1.318181818,2.227272727,-1.227272727,0.818181818,-1,0.545454545,-0.181818182,0.545454545,-0.181818182,FALSE,0.787545787556414,0.644736842128116,0.449999999945,0.74999999965625,0.74999999965625,0.791859648960218,0.264802488446466,0.730997593324035,0.423170341548589,0.786901381073747,3.34898897406593,1.17810086696591,2.11585170774294,3.95929824480109,3.93450690536873
"41","1bkp1NeTw5yg3hTsldkoPA",25.25,-18,29.25,-21.625,11,-14,5.5,0,5.5,-1,10,3,2.525,-1.8,2.925,-2.1625,1.1,-1.4,0.55,0,0.55,-0.1,FALSE,0.583815028901734,0.574938574938575,0.44,1,0.846153846153846,1,0.2116332000357,0.506986850528169,0.413318507922289,0.871297918886487,1.97411574949599,0.901702138613643,2.06659253961144,5,4.35648959443244
"42","1CeWMRJwyFkQ-fc3MR1Dmg",392.9375,-142.25,455.25,-141,87.25,-53.5,67,-17,55,-27.5,159,3.5,2.471305031,-0.894654088,2.863207547,-0.886792453,0.548742138,-0.336477987,0.421383648,-0.106918239,0.34591195,-0.172955975,TRUE,0.734205301855896,0.763522012533333,0.619893428202392,0.79761904768665,0.666666666666667,0.833277856875123,0.390537942016544,0.669419189684965,0.593871751250065,0.711130877173051,2.97104951759858,1.83173232441697,2.96935875625033,4.16638928437561,3.55565438586525
"43","1Cylq9rdQ0JUgXsvvGtDBA",12,-15.5,21,-14.5,10,-2,2,-3,2,-2,10,3,1.2,-1.55,2.1,-1.45,1,-0.2,0.2,-0.3,0.2,-0.2,FALSE,0.436363636363636,0.591549295774648,0.833333333333333,0.4,0.5,0.458121878688162,0.223260702990229,0.362059016171671,0.817624643845826,0.551747935130362,1.08461644930738,0.962147315267415,4.08812321922913,2.29060939344081,2.75873967565181
"44","1DkpdmcxLCRXAdEi6TdOFw",90,-35.75,74.75,-40,22,-21,9.5,-3,9,-7,45,3.5,2,-0.794444444,1.661111111,-0.888888889,0.488888889,-0.466666667,0.211111111,-0.066666667,0.2,-0.155555556,TRUE,0.715705765521385,0.651416121960784,0.511627906855057,0.759999998992,0.562499999296875,0.800630358639179,0.270543144542854,0.648568821685883,0.484359730230835,0.612788788403923,2.84307970540751,1.20794347145388,2.42179865115417,4.00315179319589,3.06394394201961
"45","1FL3oE2mqq_EFAYPd1TWUg",239.5,-234.5,215,-136.75,64.75,-49.75,42.875,-20.5,18,-12.5,124,3,1.931451613,-1.891129032,1.733870968,-1.102822581,0.522177419,-0.401209677,0.345766129,-0.165322581,0.14516129,-0.100806452,FALSE,0.505274261650012,0.611229566412357,0.565502183495967,0.676528599115406,0.590163932959957,0.726199151573453,0.23782251105085,0.428148964401945,0.538528898226406,0.639311865775495,1.49024565753611,1.03784637671377,2.69264449113203,3.63099575786726,3.19655932887748
"46","1fQWV5PVyo6Gsu16KbotPQ",15,-28,41,-23,25.5,-12,11,-2,4.5,-1,15,4.5,1,-1.866666667,2.733333333,-1.533333333,1.7,-0.8,0.733333333,-0.133333333,0.3,-0.066666667,TRUE,0.348837209261763,0.640625000021973,0.68,0.846153846420118,0.818181817438017,0.874605411391248,0.261331302836058,0.281980362790608,0.655808421866119,0.84707128829643,0.593131107938866,1.16005602722348,3.27904210933059,4.37302705695624,4.23535644148215
"47","1HplwLVbBid-Bgw1sEPGFg",25.25,-21,15,-19.5,9.5,-5,2,0,2,-1,12,2,2.104166667,-1.75,1.25,-1.625,0.791666667,-0.416666667,0.166666667,0,0.166666667,-0.083333333,FALSE,0.545945945985216,0.434782608695652,0.655172413707491,1,0.666666668,1,0.132446009321225,0.468491443516706,0.630124830567572,0.711130877173051,1.73784893609048,0.490050234488534,3.15062415283786,5,3.55565438586525
"48","1jNteKQ2JuF6Sk1SI9X23Q",250,-92.75,278.75,-115.25,98.5,-30.25,36.75,-15,43,-17,85,3,2.941176471,-1.091176471,3.279411765,-1.355882353,1.158823529,-0.355882353,0.432352941,-0.176470588,0.505882353,-0.2,FALSE,0.729394602433092,0.707487309654252,0.765048543595739,0.710144927726668,0.716666666690278,0.756511364263147,0.324333620017693,0.66397256890061,0.744874250174617,0.756893392852129,2.93762070526872,1.4875714195251,3.72437125087309,3.78255682131573,3.78446696426064
"49","1kqLZp0_FEMHGx-W4TjTLQ",25,-19.25,22.75,-15.25,15,-1,9,-7,3,-7,11,4,2.272727273,-1.75,2.068181818,-1.386363636,1.363636364,-0.090909091,0.818181818,-0.636363636,0.272727273,-0.636363636,TRUE,0.564971751441923,0.598684210568213,0.937499999957031,0.562500000085937,0.30000000033,0.61984106616078,0.228437900976336,0.487717368474701,0.930793888454505,0.345345494057456,1.8558486762477,0.989060802029409,4.65396944227253,3.0992053308039,1.72672747028728
"50","1lnIoAIB6U5ywPTC2LG8aQ",28.75,-26,38,-17.5,17.5,-10,7,-1,3,-2,14,2,2.053571429,-1.857142857,2.714285714,-1.25,1.25,-0.714285714,0.5,-0.071428571,0.214285714,-0.142857143,FALSE,0.525114155322366,0.684684684661959,0.636363636456198,0.87500000065625,0.59999999944,0.8987552055175,0.301165685568608,0.447701004989384,0.610761500830225,0.648670576981,1.61024694298281,1.36713370422592,3.05380750415112,4.4937760275875,3.243352884905
"51","1lReBAd4iLe0rBLKiurw7Q",276.25,-130,219,-75.75,74.25,-31,40.5,-9,44,-11.5,90,3,3.069444444,-1.444444444,2.433333333,-0.841666667,0.825,-0.344444444,0.45,-0.1,0.488888889,-0.127777778,FALSE,0.680000000035446,0.743002544427481,0.705463183165972,0.818181818181818,0.792792792544436,0.850894831968147,0.364588126710057,0.609037126453863,0.682297216534344,0.824852799904007,2.60045263932126,1.69683309657181,3.41148608267172,4.25447415984073,4.12426399952004
"52","1PMwRG0uWGxk2hIVEQj62A",208.75,-214.75,189.25,-128.375,66.5,-41.5,29.75,-11,36.5,-6.5,112,3,1.863839286,-1.917410714,1.689732143,-1.146205357,0.59375,-0.370535714,0.265625,-0.098214286,0.325892857,-0.058035714,FALSE,0.492916174809917,0.595828414060606,0.615740740923182,0.730061349119952,0.848837209877772,0.774254630492951,0.226352088817454,0.416090705737632,0.589622977922107,0.873608231162415,1.41623770253544,0.978217778819421,2.94811488961054,3.87127315246475,4.36804115581208
"53","1pZk5sw5m8kPTMdvIp6UVA",307.5,-152.5,261,-150.5,95,-61,26.75,-17.5,35.25,-27.75,125,3,2.46,-1.22,2.088,-1.204,0.76,-0.488,0.214,-0.14,0.282,-0.222,FALSE,0.668478260869565,0.634264884568651,0.608974358974359,0.604519774011299,0.559523809523809,0.659685463169289,0.256053812939617,0.596476547385428,0.582708371858022,0.609917458578878,2.52336167649176,1.13262117639382,2.91354185929011,3.29842731584644,3.04958729289439
"54","1SWHrS6JVc5yLuJtBTds-g",54.5,-11,33,-19,12.5,-11,3,-2,6.5,0,17,4,3.205882353,-0.647058824,1.941176471,-1.117647059,0.735294118,-0.647058824,0.176470588,-0.117647059,0.382352941,0,TRUE,0.832061068603228,0.634615384627959,0.531914893555455,0.59999999932,1,0.655436802751192,0.256341799203739,0.784113377907419,0.504682828087083,1,3.67498883065435,1.13411826314382,2.52341414043541,3.27718401375596,5
"55","1uPQTz5XZSWr0ti7kUpaDw",1156.875,-358.25,526.375,-260.75,247.125,-114.25,109.75,-46,103.75,-32,402,4,2.877798507,-0.891169154,1.309390547,-0.648631841,0.614738806,-0.28420398,0.27300995,-0.114427861,0.258084577,-0.07960199,TRUE,0.763550862157424,0.668731141699285,0.683846420010094,0.704654894924543,0.764272559885392,0.75159234490697,0.286041771179525,0.703024362650794,0.659800148466416,0.799630060367734,3.17730236039131,1.28851255224517,3.29900074233208,3.75796172453485,3.99815030183867
"56","1VAsBosvx02jpvIUxiKvmg",36,-26.5,20,-12,7.75,-4,5,-1,0,-1,22,4.5,1.636363636,-1.204545455,0.909090909,-0.545454545,0.352272727,-0.181818182,0.227272727,-0.045454545,0,-0.045454545,TRUE,0.575999999853568,0.625000000171875,0.659574467686736,0.833333334555555,0,0.863774150960196,0.248558940488967,0.49896725872065,0.634668341412345,0,1.92489524377147,1.09365933815145,3.17334170706172,4.31887075480098,0
"57","1yAbNyUgJhOjCz9EcOCWdA",76.25,-88,105.5,-57.5,27,-22.5,6.5,-13,27.5,-8,40,3,1.90625,-2.2,2.6375,-1.4375,0.675,-0.5625,0.1625,-0.325,0.6875,-0.2,FALSE,0.464231354642314,0.647239263803681,0.545454545454546,0.333333333333333,0.774647887323944,0.38803301214539,0.266938287394529,0.388451824695258,0.518296837685387,0.808838407118104,1.24660317060202,1.18920374479079,2.59148418842693,1.94016506072695,4.04419203559052
