"","business_id","norm.fp","norm.sp","norm.ap","norm.pp","norm.mp"
"28","0Mhw1lD_Zwsv4Vo6oQrPWA",3.27876272442975,1.15886172660556,4.00692713442637,3.85889916641061,5
"29","0nCwewaRirX8wHuSZiaCfg",1.98147529395915,2.67500155681313,2.94629396891004,3.03141592802616,3.18736217913755
"30","0PM5oFKO29sZmL5efmHxug",2.64399679465888,1.24623075673387,3.33738749634749,3.96255819837589,3.73310932523979
"31","0qk9V2K2xWgcCeiLGmU3Wg",2.68344487897883,2.71897261885683,3.90985779237977,3.80106715443127,4.15591166438365
"32","0R87tcWUqkWXAD5z0vZcuQ",2.60572692500132,1.38964583315297,2.37576414675906,4.20359929144066,3.85241252647611
"33","0sPOBQHlVvuhO1h-1p1ccQ",3.11649734730117,1.79147784673378,2.83139795849331,3.95929824480109,3.48377194683585
"34","0v8icS8wOOgEDiHDCOQkZQ",3.5032577324625,2.64358946394108,4.18774159285681,4.09307294866014,4.16999102752749
"35","0vjgAYQ-2mSs51_S75rOQQ",1.25602901510515,1.48870030710346,2.27162658150037,3.30191703748391,3.41473831970843
"36","0VtWeDkqzj9CE3MF0geWYA",1.45859115799059,1.17324733229937,2.22569980694783,3.66583366556845,3.58705405735253
"37","0XlbdDkYzC14SZF_bUGeXA",3.91232846372719,1.52547185532163,4.70441047775239,5,5
"38","0zabNTBrOgQLy0hYsi1Tpg",4.06861851172945,2.53791574510112,3.20998891248188,4.25447415984073,2.75873967565181
"39","13ngZbrJVhnngzhc-MlXYg",3.61761700645,0.971437539624849,3.45755110502833,4.37302705695624,3.243352884905
"40","18xmM5Z3fwcI6UD0M4M8mg",3.34898897406593,1.17810086696591,2.11585170774294,3.95929824480109,3.93450690536873
"41","1bkp1NeTw5yg3hTsldkoPA",1.97411574949599,0.901702138613643,2.06659253961144,5,4.35648959443244
"42","1CeWMRJwyFkQ-fc3MR1Dmg",2.97104951759858,1.83173232441697,2.96935875625033,4.16638928437561,3.55565438586525
"43","1Cylq9rdQ0JUgXsvvGtDBA",1.08461644930738,0.962147315267415,4.08812321922913,2.29060939344081,2.75873967565181
"44","1DkpdmcxLCRXAdEi6TdOFw",2.84307970540751,1.20794347145388,2.42179865115417,4.00315179319589,3.06394394201961
"45","1FL3oE2mqq_EFAYPd1TWUg",1.49024565753611,1.03784637671377,2.69264449113203,3.63099575786726,3.19655932887748
"46","1fQWV5PVyo6Gsu16KbotPQ",0.593131107938866,1.16005602722348,3.27904210933059,4.37302705695624,4.23535644148215
"47","1HplwLVbBid-Bgw1sEPGFg",1.73784893609048,0.490050234488534,3.15062415283786,5,3.55565438586525
"48","1jNteKQ2JuF6Sk1SI9X23Q",2.93762070526872,1.4875714195251,3.72437125087309,3.78255682131573,3.78446696426064
"49","1kqLZp0_FEMHGx-W4TjTLQ",1.8558486762477,0.989060802029409,4.65396944227253,3.0992053308039,1.72672747028728
"50","1lnIoAIB6U5ywPTC2LG8aQ",1.61024694298281,1.36713370422592,3.05380750415112,4.4937760275875,3.243352884905
"51","1lReBAd4iLe0rBLKiurw7Q",2.60045263932126,1.69683309657181,3.41148608267172,4.25447415984073,4.12426399952004
"52","1PMwRG0uWGxk2hIVEQj62A",1.41623770253544,0.978217778819421,2.94811488961054,3.87127315246475,4.36804115581208
"53","1pZk5sw5m8kPTMdvIp6UVA",2.52336167649176,1.13262117639382,2.91354185929011,3.29842731584644,3.04958729289439
"54","1SWHrS6JVc5yLuJtBTds-g",3.67498883065435,1.13411826314382,2.52341414043541,3.27718401375596,5
"55","1uPQTz5XZSWr0ti7kUpaDw",3.17730236039131,1.28851255224517,3.29900074233208,3.75796172453485,3.99815030183867
"56","1VAsBosvx02jpvIUxiKvmg",1.92489524377147,1.09365933815145,3.17334170706172,4.31887075480098,0
"57","1yAbNyUgJhOjCz9EcOCWdA",1.24660317060202,1.18920374479079,2.59148418842693,1.94016506072695,4.04419203559052
"58","21aDJ_xLGcEDkcyQRexlOQ",1.69802655595522,1.97894343599476,0.650055296877712,4.37302705695624,5
"59","-25X5v1q3WU6s-craJSvTw",2.05289961359197,1.97664932557611,1.93800424653305,5,4.40372025791876
"60","26Kt6gQRF7S6m7crwR0tjw",4.49280250580977,4.09186782719232,4.36587732333444,4.82886289397352,4.70158806557452
"61","2BuiyGL0JbNjnc88fYH39Q",3.05903998543018,2.06144484478379,4.39240421014141,4.37302705695624,3.93450690536873
"62","2cxAfdLTS7EdxebbBVGuGw",1.86304842104356,1.3526804477332,3.30089093355498,3.95929824480109,1.4546446972573
"63","2d9RbgRtHJyTRzY99GBNOQ",2.68524397097537,1.27019819932377,3.19240601352781,4.28812582943758,3.81826865160496
"64","2dSXKC4BQUFSqsiziNFwtA",3.23002830375186,0.99408883465638,3.62641320434145,5,4.40372025791876
"65","2e19A9GaSfor4HQc0jxe4Q",1.74936024034345,0.966046117776399,3.66807454813314,3.3346336147536,3.55565438586525
"66","2FImjoBv0qvq9NumhcVOyA",3.27876272442975,1.52132713971978,2.41468374727502,4.10667135111597,3.38318984198111
"67","2gDHQELrlq3jVuZZfJeWUg",2.91525661912113,2.44713802355533,4.16021891853174,3.83644903720865,4.26972292709117
"68","2hekiyi_LtQCO2fJcObQkg",4.56763865340298,4.31140420293442,4.60494021059944,3.80106715443127,5
"69","2jkJ7odjlDIvDqJf2dwzaA",1.98922883258341,0.270824066572369,3.10881063070099,2.51801932351648,5
"70","2KOXNZVoxpcwen_JmIQdfA",3.19665129082725,1.89773065347176,4.04307566322673,4.4694476240313,4.38620081406146
"71","2-l_q7HBRak5i6X46l0OHw",2.41678540529727,0.787604861565733,2.41268453171971,1.80229679325353,4.60609552267492
"72","2meb5cwKh125tF5IwUiIJA",3.92635339893486,1.683941821999,3.85677852064216,4.13963853213377,4.23234598929784
"73","2MSqfWIaD58x7eysFN-9qA",3.06253259327656,0.981960428963744,2.72263434584912,2.90218872851256,4.53904735729385
"74","2OB0p5idPAicilqf_wzHLQ",3.46976763124395,2.39075946424681,3.23462728998427,5,4.55352293266927
"75","2Q89PhkcyT9uZnQORmqMKg",2.74623656048173,1.21347127350056,3.32369648441207,3.7566335536079,3.81292411916985
"76","2rJQgNBjjZrYotlZgvBdLg",3.33578625515772,0.34498234951765,1.31989194285412,2.60420032187082,1.4546446972573
"77","2SyYW8GiDZsqtPb-aCbosg",3.70859409129594,1.75528951816044,3.59315972269397,3.49141950233979,4.13799967842803
"78","2tiFUn8EU0EpjWBHjt1L6w",0.976756969651422,0.366630302986546,1.95948741533773,3.88577224488196,3.41473831970843
"79","2UdoeXzcFg87O1VMCc3WGQ",3.02473743815106,1.32658297194423,3.12845674919475,3.54650532752469,3.71296324997455
"80","2UFl9gLOQrSGY2sPu6U-kA",3.20326545627332,2.00505715469564,3.06695735625958,3.42093120822858,3.77458515868022
"81","2ZEnhnWEascgZDMdf6kfAg",3.04197104467071,2.89702231299899,3.20998891248188,4.28812582943758,3.55565438586525
"82","2ZHk1x5ZH687aPVo4ElYAA",2.10310060264052,1.27370639141371,3.04749791099634,3.39413335792552,4.05804457603947
"83","2zmsElyBgX5MT7dWoxsQlA",2.32581257993995,1.60476361208717,1.7956926338001,1.94016506072695,3.36145053251452
"84","2ZZp5V8N0nHlsml01XBJUQ",2.61913655379209,1.58214406226253,3.58145877911195,4.57552570278057,2.75873967565181
"85","3a3ZSTEhFNnmvBhMwW3fSA",4.44606118508847,2.83547406898831,1.54772353723926,5,5
"86","3C3mydBzZmfzzIt5D5_kOA",2.0913371695666,2.0555460796187,2.9812806781043,4.45904868392661,4.30113311611343
"87","3cAy1gxlprn1ue0q3L_ziw",3.23841154338189,2.26360825319713,3.43189963900883,4.16969376580549,4.49267179041852
"88","3DXJ7lXJJKHPnydtX_1Mug",3.01736402922013,1.69359923243288,3.60250809539897,4.4937760275875,3.77367396339332
"89","3FekhBpUmAWXBCvXBhuqVQ",3.54751409407947,1.2520298896842,3.61434642321193,2.79556039914089,5
"90","3fw2X5bZYeW9xCz_zGhOHg",3.45506785550792,1.26049638209325,3.50354289970178,4.1015823774444,4.42190434053727
"91","3HeX5ZAaPesR0psjGHtI6g",4.12001323732769,1.50227323034461,4.44871716471542,4.11502605717911,3.243352884905
"92","3ijLguDlxXRDSPHSVrikPQ",2.94292338769331,0.429515997812915,2.94629396891004,2.86197137854499,2.87593454835452
"93","3iq7mvnwfYlOmdzENYolng",2.88543829771522,0.99816901465711,3.17334170706172,4.4937760275875,1.98153924840052
"94","3Kx4IdA-knGK-9QrGtGl2w",2.38775851533402,1.69413423594177,5,3.73706023638455,5
"95","3l_rMuRs97IKEA1DCZokOA",2.40047626395471,1.23535647449148,3.0058975685762,4.41920576435615,3.48377194683585
"96","3ot6ucvk6eG6Zgtzc2-gwg",3.71333464203323,2.71010977355306,3.79175626258402,4.31887075480098,5
"97","3PhF188adiC8ZutKRP9gyQ",2.66134482857687,1.08524196696667,3.1470788949511,4.40672089560367,3.2136411300625
"98","3pTp_EDVffBFTUNKCOXjdw",1.74059781464101,0.331036809332995,5,3.95929824480109,5
"99","3pYZMSbOKh6rBo_DapMlyw",2.93497533839948,2.01965010376856,2.67746714790282,4.8210975416803,3.41473831970843
"100","3qjztON1RW5Hn6QJLDl8ug",2.42816564693302,1.26591254727818,2.96718675519984,3.56152867788475,4.09144555693583
"101","3rHMaoarZ13Qrafr2DeFcA",2.72321572697913,2.46133320456942,3.90985779237977,4.41920576435615,4.35648959443244
"102","410NJLoLryd-vYNwRA58pw",1.52346806540293,0.941133878129884,3.52552538928963,3.25171985489775,3.78166975664231
"103","43V5SUyC04za5ITSvRndog",3.08155920814496,1.19584058783988,3.15858972494933,3.74494296535692,4.10458379323653
"104","47WDyaBzlYK24wY1m_XnsA",2.84755192140151,1.0184969446586,3.78890397629055,2.98347132292011,3.15109679985742
"105","4e_kgP5CBbWwZCYEbConPA",3.28642120293834,2.77284776081735,4.00692713442637,2.79556039914089,4.05804457603947
"106","4eAKvnILoB8n4wUWd3uy3Q",1.84453814774104,1.47271923241209,3.69964565319112,4.66554404503802,3.73549946131712
"107","4egAyQgylMPJgngmNGCloA",2.91530418186014,2.37812180272617,3.27163376204353,4.32717318919027,4.68902327735055
"108","4etFlEdWOTx3WhFldxW6XA",3.87832710426986,1.35536564687732,2.99550913024581,3.82655483373982,5
"109","4FEb2SzmU_l7SCQAbvW5Hg",3.56366920757553,2.34741622892914,4.07870732428085,3.97889989262126,4.51683256554262
"110","4GVh_mSD7f7DfhEnBF-j-g",4.06762117417657,1.18178553421068,3.90985779237977,3.66583366556845,2.67315072340371
"111","4h0JeXtiLaqqpB-9-V7few",3.14787164888081,2.1359769967736,4.20471831878363,4.17662952887698,4.10520210517883
"112","4IrX-f_4TqmrKhb7egiZag",3.25182599832495,1.44451984168485,3.59328477347312,4.31887075480098,4.17156129206338
"113","4KHo1LnkM69RtWTDBdG16g",2.98375564089577,1.07675257017366,3.11479708510635,4.22517206723383,3.38318984198111
"114","4kkh8Uj0jG7olKEocCASrQ",2.31150039050229,0.587843193757666,2.29265250469929,3.27718401375596,3.93450690536873
"115","4oVN8DPTpUF4TySkpOU19Q",2.15524305621359,1.15047140142345,2.58569099990868,4.65073009859615,5
"116","4t_RBsTtU7hhVYJweh46Uw",2.79015973698089,1.92921630808021,2.83154159561343,3.67731002401361,4.00007697294827
"117","4VFSvjuAkcpa2IOPc92Ksg",2.78261536950274,1.31526252500238,2.26224625846436,2.75369587340261,3.61054784849256
"118","4vLaHphDBWOy1aI7URQ75Q",3.36039953101261,0.99408883465638,2.79395849765561,4.03566040603652,3.4884735659322
"119","4WmI1fnjvfI5OyV1B6emAQ",3.11886135966901,0.833129490485568,4.11399533524575,4.74626005896268,3.0332901574281
"120","4XH5nRjUVKyRNituBAwW6A",2.51023565469369,1.35466285461761,3.13848800646852,3.73340514660677,3.59861006072634
"121","4YdRr-g57XM5rGMqoP2T9w",2.87006831071712,2.55670627123488,4.08812321922913,4.0237212254434,3.243352884905
"122","4Yi3mOofceLVKxiGDPBqMw",2.82288741935673,2.23790029746366,2.86776664031052,5,3.55565438586525
"123","4Z7MEDgJU6kjCcJA4mfQeQ",3.58485208055379,1.23406775737835,3.98943024830597,4.56135853600786,3.04074374361335
"124","52Iyhd0kdxtG_4LOZpQ7WA",4.04125270342518,2.22307167450245,4.16493482883485,4.88331103930846,4.83292042403817
"125","52M-iwLEc185itv2BiuKmA",2.42110594962697,0.939616747534905,1.66902763900412,3.73706023638455,3.70870143297534
"126","5bDLpVi7ju83v2Yoeq_0Rw",1.26088970388657,1.96275464929642,1.5361944762985,4.17662952887698,3.243352884905
"127","5fg-RNWNbqyGn8b8wqe4QQ",3.02379747733367,1.45268452995057,3.37587097246296,3.47807464422314,3.90520431221529
"128","5fZ4Y1gstwWJESGum9jWUQ",3.17652164351119,1.5634598644267,4.00692713442637,3.95929824480109,0
"129","5GcHJvxiTrIt23gB0qMdjw",2.02680097357419,0.734639250029727,3.37587097246296,4.17662952887698,4.35648959443244
"130","5H4coiGpvG3XdnU1Nde2xQ",2.97791660828602,1.56456458787049,2.84817639282964,3.85889916641061,4.10965945624535
"131","5kr-0TOY6n0GK-riRg_08A",3.56508627029817,2.39075946424681,4.00692713442637,5,3.243352884905
"132","5-o1J6VpLHxxmP7yAtx8kw",2.99543498324823,1.47876273934741,2.99550913024581,2.5690295776692,5
"133","5oV7oSbo9h4nzWxNfoLc4A",1.99879679712414,2.10208358528534,3.64495640429587,3.88577224488196,3.93450690536873
"134","5PcW2QipC23t_g71rdCCcw",3.7652904924362,1.47464165748198,3.20998891248188,3.58609292469721,1.90487536152771
"135","5td-5D7aMQ6zSuSSNLAQjQ",2.83944299517672,0.905606422924654,4.42005013213959,4.35595788361832,4.30113311611343
"136","5ubokMNw8qfbX2WtxgJG1Q",2.70330362185666,0.898567037368358,2.87605369115449,3.86980246225135,3.95932237981054
"137","5VOqWjRXUPc7b1A_NSI9mQ",3.26174543704431,1.22711331703826,3.33169865816313,4.45904868392661,5
"138","5XX1w4WbwSlrACQ5vKuLDw",3.54521967805647,2.47544275554447,3.23922376858636,4.31887075480098,4.66246536972416
"139","5yhUr1Cv21bOL6ZkE5IdCQ",2.65001130435209,0.403908636434765,2.44987092009051,3.8306977957784,2.88820401709455
"140","61eXtTmhDepujO7_IdA9-w",2.25643732473522,0.425678606763046,3.80470559132608,3.95929824480109,5
"141","64Wt06TZjb9Se8q3kdeOJQ",3.35396364533738,0.907529706465626,4.01785871378629,4.29167831192435,3.68885388408169
"142","68PJJkcq_i0SlLqO6t7Qxw",2.9833758210288,1.43568427110232,3.46375448881204,4.13535763356774,4.04059558611
"143","69opA0U-zaMsIOqyavMq2g",1.21867066957439,0.587843193757666,2.80789575041487,1.94016506072695,1.5459964774108
"144","6a27i3kNy5MCq73vEQTNOA",2.93929593562469,1.37670573843907,2.93516541460686,4.67915248340541,3.93450690536873
"145","6Bmq3b91hqTwMFn5cpPWzQ",3.13544619310239,0.981798220735879,3.25964681840821,4.69169681065803,4.77195076733627
"146","6Bvu4_7hdQkwMC5SyQspEQ",2.63533561105584,0.778901831621857,1.87061807475359,3.64675375931106,0.987730582711152
"147","6gzFPeo3gsIoh4pmXS8HFg",2.20967949718458,0.931872212947702,3.90985779237977,3.27718401375596,5
"148","6hkHrWb82XfJdZ-SJmCKCg",3.09492244746623,1.64731639330407,3.61253821376081,4.30969743928892,3.71670038277257
"149","6JMrdDVIoQGQaHlfWFRoyA",3.26389097695599,2.63452192522666,3.93267928113551,3.70242365816494,3.20813067555462
"150","6Kp9W5ZvVn--6caQ73_QXg",3.63685413985491,3.32509497412352,5,5,5
"151","6li0hNHDg5kuiEw9nXkedg",3.63438364453107,2.73149110724228,4.17267806911486,5,4.11931100783116
"152","--6MefnULPED_I942VcFNA",3.72116357781599,0.939440058903934,2.05850534994522,4.39699922692027,4.51712964312076
"153","6nvaj9BI3i2kBmN1IkwyTw",3.89484180961171,2.47199406263951,3.94663034207007,4.06856701469363,4.07002514560685
"154","6OhahrmtLGmkUdPfaMck0A",1.69181357870629,1.62433267239693,3.11401079326886,3.72099394165263,3.60524698269698
"155","6PdHFAW72p0sSrMCX0mmbw",3.35829195568866,1.23394206922991,2.79049411255965,3.46839713472719,2.41319092865259
"156","6qkNhpgMYE6y3eHurFq6yw",2.28636387861743,2.76414995491752,2.42775984516129,4.23021466490147,5
"157","6sATfFam9_q9uod0I2aCsg",2.53529342401368,1.69864144412512,3.16993559580046,4.35595788361832,4.03775983058311
"158","6t7U64hS_cBZtVKSP-q5Ww",1.23873151040266,0.483403510257638,2.13827756074364,2.2400333491527,1.4546446972573
"159","6TLahk3P8RhP7fZaWgAk0A",2.67398027107454,1.19992050803483,3.07776721397435,4.31887075480098,1.64959089101822
"160","6TLIuls4SiG9VFf2U42p1A",2.51129293341427,1.8348405643123,3.74059158682167,3.901297007047,3.55565438586525
"161","6uA2uRexFr8kfv7ghzryHg",2.61831150451495,1.2786540971143,2.72965856127852,3.17463443339956,3.55565438586525
"162","6vV13vQlpcDtfOIVyDruvQ",2.50658203620405,1.83830180970041,3.01710829463746,4.05617993343351,3.70870143297534
"163","6WR-XYwYsv7UyFOEIVMyyg",1.50677392043717,1.51622943105498,3.31797457197156,1.48559692350518,3.77367396339332
"164","6Y01DAOBtDo9BwXGW4dR7g",3.54751409407947,1.90734415162426,3.81107672237123,4.64760842602553,4.59630900000318
"165","6Y5TyCM_zb7BmosuFzbzdg",4.68834652757399,4.32253539105315,4.35273367035417,3.58609292469721,5
"166","6zqq704wFsLnR_I1P9VZLg",3.98554568762195,2.88285739529546,1.74899011781732,0,3.77367396339332
"167","6ZsiLiSWGK2pgw6t3LfzNQ",3.4374146221331,1.81193294878373,4.01779155859621,4.22383927366484,4.04657300141335
"168","6z-T_jIFrRQ4c6-BIvVBvA",2.76656039905651,1.52862580626376,3.26676113235754,3.48918712124086,3.71340252254019
"169","75SBuDApJU5ca9tGC1Pw3Q",3.03793107813697,1.81181814999462,2.87255175803389,4.04345894114354,3.73111063210393
"170","79e4GUc_y2A5Cn3z1lNERw",2.16385002745075,0.92035187742032,3.60250809539897,2.39893701710535,2.48074042155942
"171","7CHr-klnXenyow0H8b2Cyg",2.63049041676614,1.9533779945364,2.76935157670133,2.95861246095394,3.31616963263415
"173","-7EwIdxcRC5McO35DVfeSQ",3.46402713697899,1.55416360512668,3.17686297107364,3.68480826856786,3.6595338521963
"174","7F6JYzEDGs2d2mYW_To57A",1.47899329064146,1.65423301909007,2.64239825219399,4.41920576435615,3.243352884905
"175","7FlGlQaNx-FnYluwGgrnOw",3.07567998504124,4.01301482164708,3.25011122369625,4.08063316176602,5
"176","7i32mNu8SRlZwLjSnV4Kpw",2.20020833564275,1.5965715836547,3.37865341241715,3.95929824480109,4.44449195820368
"177","7KKugTC6WXZpypifkf9i7Q",2.97863035514024,1.43744371589833,2.98797533241828,2.92449798244351,5
"178","7lvogweL-b7av26TUOCf4w",2.51129293341427,1.34138724147088,4.00692713442637,2.29060939344081,4.40372025791876
"179","7maw_SNG0Q_co6-jPDoUnw",3.66107620602118,2.7981078482554,4.24288266672189,5,5
"180","7Rp2yHgW0JR3OrSWNdISKw",3.77283122181495,2.16992370803943,3.58776142613819,5,4.480044828631
"181","7Ry-hEfZwaDXe8u-n6v15A",2.15447427623218,1.18840006235826,3.21839908773898,3.95929824480109,3.38123740662907
"182","7T3WU-Up01pgCeygbc_K-A",3.27950581629311,1.19184630823456,3.16979190188596,3.82342829474957,3.46664057068221
"183","7tI6CIxDpRLqepB6dnW2VQ",3.14409807624973,1.67259816962823,2.99550913024581,5,4.7161829647914
"184","7U23rwCmVWasFQ0cHRMYVw",2.45730515013719,1.13411826314382,2.01042681561626,5,3.77367396339332
"185","7UCj5fj-aETTn3johW1LRw",3.43920275766074,2.49074328491056,2.83005206886741,5,4.40372025791876
"186","7wduNBQUATNkaYzExyGJpg",4.07291576610786,2.28247706983689,4.45677271323205,5,5
"187","7wgKazvblPECOzBrd6N50Q",3.04504732253244,1.05712395028682,2.93939493678498,4.36289588039947,2.66135534671178
"188","7zeopyMwmDrKSJ1RD1UU7w",2.93510714621222,1.75346414038656,3.01710829463746,3.08722943437239,3.67356316005348
"189","7zQejWAhY4v4LXHR6bY7dg",2.18133356689159,1.08650688445726,3.37562843956604,3.59835252976049,3.4573350615924
"190","85SnEWWFSm8z0EDupfTO7w",1.74539722101128,1.2786540971143,3.55731429602788,4.59720788708102,5
"191","88RkIuXwJeDzfzSu9xsyzw",2.87256331944472,1.59672380592848,2.66563320493382,4.25110255685637,3.94557000430022
"192","88TztTRS7K80OvWpolm4sQ",1.75965609125672,0.552270473158982,1.92428860945397,3.64027193784399,2.41438625042376
"193","8AiyGZAhV8eZApKQqyDFSw",2.82288741935673,2.55324821394601,4.12393772452762,5,3.93450690536873
"194","8f9Tl2gq78wqjtrToOTo7A",2.81364069945212,1.93460560641103,3.8173802949994,4.07291254171267,2.75873967565181
"195","8Fsg2BdHy1e0Pa_TfK58iw",3.13417916364524,1.18531613682024,3.27333271632356,4.18793517529769,4.13008826196152
"196","8fzSmy88qLPUAmrG8Dahfw",2.93546371829717,2.76863158028846,3.32519141909411,5,4.480044828631
"197","8lPxiYChdJdTV24NJvOB3Q",3.70371383526193,2.08284730464045,3.68639141787975,3.86024008670918,4.47556964482014
"198","8MdMBYTVavXF-smJapxrQA",2.35398463032224,1.34646029917411,3.06984646294196,3.83239523069913,3.60524698269698
"199","8MXjK1lhVRhU3yGCUv9qsA",2.62876964561915,1.28261513826764,2.88394888245475,4.20674876989056,4.02577140826382
"200","8oNQ3pomHYT-BeWq_aSWPg",2.99543498324823,1.01496071588927,3.20998891248188,5,3.93450690536873
"201","8pBx1vlLXHv2aCiTUWz04w",2.88797842176087,0.931872212947702,3.52552538928963,2.79556039914089,1.76806576382627
"202","8PutnU74XwbXxlzv0HAEfw",2.37472718860975,1.02783825042308,3.10345061899434,3.34580552865635,3.75275531994847
"203","8RUrvxlOOLkGJYLgCXJ-ig",3.71597745847347,2.10208358528534,3.79175626258402,4.36031171987903,4.26972292709117
"204","8Sqd1E8Jhjt3pbsoyOZ4dQ",1.17650280288897,1.12120531237801,5,2.29060939344081,2.75873967565181
"205","8TpKY3zo6UzG3SVk6a-FRg",1.5401786043906,1.00904871441752,2.79331660470153,3.48747365128746,3.34117394441306
"206","8xPmlVJy2o6x0J04CBpEMQ",3.65611416338583,2.73408604929576,4.13868357557104,4.11816784272478,3.85024127897645
"207","8YG7PRoZuHeKii0rtNvJFQ",2.20274468834317,1.09306120951404,2.64731698006201,3.84675498124443,3.96080852317987
"208","8ySvFNHBGHnVaQ3XwOuFqg",2.60685086877717,2.03926308744892,3.30089093355498,4.55137642391902,3.83521141630916
"209","8zyurJRIAEHh_I0Skhcp3w",2.77128041558132,1.03135776922121,2.73561349630646,4.18793517529769,2.60635235090351
"210","9-_7jOcLec5-p_gGz-OGCw",2.58553888210853,2.46186953568114,2.97343423478124,4.57552570278057,4.64091604858784
"211","98NaJ8FWzPuoymHfj6IIeA",2.84504570793635,1.82254509253882,2.59148418842693,4.04895254306241,2.54729004209771
"212","9ad0-8h-DRUheY9dF9rYjQ",2.73604506888614,1.69935288741339,3.76834710173017,4.39563995805212,4.66522505253745
"213","9Auncrq-xGueTzgkGO1AkA",2.47173826771259,0.976998145659793,3.20998891248188,5,3.243352884905
"214","9BgLsbR7bIhI7njaLLkMig",2.76663145281379,1.00736320141995,3.38300660782936,5,5
"215","9DIbfGYvKnEetNA8ntZoLg",3.29423406791657,1.69533736103809,2.53053583277698,3.95929824480109,2.90334295037753
"216","9g4jaW7IzcuwXg86eJbynw",3.27579463484758,1.55292757583091,3.54403396580228,4.4527922065128,4.07403440439205
"217","9gmBTYCBC0uM6uCJdwK2Bw",2.11045851813364,0.787604861565733,1.15052908816121,1.20360098894404,3.55565438586525
"218","9HHX_w3O6s07dT6eKuQhGg",2.67578901145836,2.03650985917822,5,3.58609292469721,3.243352884905
"219","9HWCSPtMP2tU_cTDsEU1Cw",4.56166514501031,3.47435566341741,4.51420676216028,4.20048161526668,4.55584759721145
"220","9iJMGMsTK-q6W5MB1_Ny3Q",3.61365519031731,2.66025129420341,4.61181546662585,5,5
"221","9IPhtuW8DfntzvTc81kthg",4.59872274439673,2.12480501454631,2.23294525777792,5,5
"222","9-lGjghZUEPmKyviTyYLUA",3.29291414159784,1.75759177870553,3.69041709566825,4.66554404503802,4.19759568265854
