"business_id","compliment_count","date","text","user_id"
"fzHBvd0HZm1yB3UIMqZ3bA",1,"2015-10-11 14:42:48","DinG Tai Fung vs. Din Tai Fung.  Some say that imitation is the sincerest form of flattery.  How it compares... Verdict: not the same but close and quite good.","6tbXpUIU6upoeqWNDo9k_A"
"VVW8mxu8Ru2UR3lVJYA81Q",0,"2014-04-13 00:12:08","Extra $1 charge for the drink if you get it as take out :(","lr-uNDv2NMIURR8WT9Z2GQ"
"GkY6UWWn0Fz2ehcuBp66pg",0,"2013-06-02 04:43:34","Their food creations always amazes me. I love the mock meat dishes - sweet and sour pork, hot pot beef with vermicelli, taro fish... and deep fried milk custard #ftw #yum","QPJJohtGqkMkaN0Gt3TRIg"
"afpXsZF7aYEOYAZpVbOvsQ",0,"2015-03-09 14:29:31","Such good mushroom ramen.","AStTppA8-jqhDxF2kajwaw"
"QXAEGFB4oINsVuTFxEYKFQ",0,"2011-07-27 18:16:35","Yummy Food, Fast service!","TjsBbWAfwxWEXPxaLNv5SQ"
"Cs8BaiKkyNU6mzxq9nTsmg",0,"2011-08-27 14:09:07","This is. Newer place so it is bright and clean.  The food is very good and the service is quick.  I like the place.","FkdiRkDj2K42r9kIZkEVRw"
"bg3YcuqVyQofTz5d4kKgug",0,"2015-02-04 19:57:39","The menu is 5.75 from 1pm to 3pm","qFB8KPrZBkrJ4N8aBkE3Aw"
"61eXtTmhDepujO7_IdA9-w",0,"2015-06-05 21:36:16","decent food. reliable delivery service. no delivery fee. interac machine available at your door.","fiAZB5jSD_JMoq_BZbQoQw"
"1PMwRG0uWGxk2hIVEQj62A",0,"2015-10-10 13:56:33","They don't give you yellow mustard here. Just hot sauce.","IqoCF5ZqZ-BkWRMQ7B6CGw"
"VVW8mxu8Ru2UR3lVJYA81Q",0,"2015-04-03 14:00:13","The employees will immediately give you the bill if its busy and they see that you are largely finished with your meal. You don't have to pay it immediately if you don't have to.","1kNsEAhGU8d8xugMuXJGFA"
"QaxDKkqYTtVYZJcqBNTnvQ",0,"2015-05-24 19:27:15","Awesome steamed dumplings!!","R1bIQRSNg0us37blGV5JrQ"
"WF0I9AwErfaqkPPXM98ywQ",0,"2016-08-12 04:23:22","Note the address is 169 Enterprise Blvd (NOT 7750 Kennedy Road as listed on this page - however, the map is correct.) Don't make the same mistake I did and go to the wrong location....","QlRsVCCytArycuuKSyUBLg"
"H7rUNMLOYNWKXTLx9poRXg",0,"2014-01-26 15:18:52","They open at 10am but they start so slow. I'm waiting here for 20 min and all I see is the staff eating and I am not. It's a bit weird. Don't bother coming here until 11 or something","ci8R1Bg83hNwXPyHAEzAFA"
"l1DtLtgI2hlGNMBSkk5sXg",0,"2017-07-02 21:57:54","Got the lunch takeout. The food and quality are both decent for the price.","JUqetNssrYv3ZHiUeruXIA"
"PV1lnCp6_OVsR93El679BQ",0,"2016-02-07 01:46:26","Visit this restaurant from 1 -4 PM for their afternoon tea special! Lots of authentic Cantonese style snacks and meals for under $10.","K8Hu4_lL-nTFG52q0FPC0Q"
"HJ928N6c5Hh2KD3lYCuabA",0,"2011-01-03 19:12:18","Portions are really small on the takeout and the food wasn't that great","8NaP7a5Nr_vSeDiHKHFEMg"
"Qe8vFq-3HMld-ymBQLDnpg",0,"2015-10-07 02:11:18","If your pick-up order is $40 or more pre-tax and you pay cash, you can use the coupon in the takeout menu to get a free chicken fried rice or  mixed vegetables. You also get the 10% discount for pick-up orders over $10 (cash only)","fiAZB5jSD_JMoq_BZbQoQw"
"NE596RKQomLvdrWiM9DYWg",1,"2013-03-04 18:50:05","Restaurant is owned by last owners of tsui wah on Kennedy","kxz6Q2AERQeo9x6nnbHZNg"
"5XX1w4WbwSlrACQ5vKuLDw",0,"2016-04-21 14:06:09","Go PhÅ� or go home","Fqe0t4Yg6QJ_p44_wsmPzg"
"Dl-hhPCjRJM221XSwiuTbg",0,"2017-07-21 02:11:59","Those paying by cash will receive 5% discount","LgJb17Bz9DbcbVpjlcqN2Q"
"K2CdjES-IZDDEgetOnf0Vw",0,"2017-04-21 17:27:55","Order the char kway teow. You won't regret it.","8Y4G2QNIjiwKvj3hE9fSIA"
"XGX5LW0s-OpjmOpVXXYshg",0,"2014-03-28 21:35:21","I welcome you dumplings to my tummy! You will find it nice and cozy in there!","GPoQ9slzxVoGP36usgwWJA"
"WuQZ5iesON7NWTDWgwWlbQ",0,"2013-12-23 04:00:27","Two sets of bathroom by the entrance hallway","8zXgNCkusOHMwh5Tj_8yCQ"
"xVHzCbDWCwmyavF5PgJRmg",0,"2011-04-17 03:35:02","Two words: GENERAL TAO. Not the healthy choice, but man, it's just sooo good!","Twf3-1j0dO6ONOnO5pmlqg"
"qiRyyRWt6jmAxcoVW0-WHA",0,"2015-03-17 04:26:35","The lunch menu during the week is lacking. The dinner menu during the week is sufficient. Most worth while on weekends when they have the full menu.","E8OePk1xwajGXLjFtzsucA"
"PAJlmByrU8zAB3WsXxA30Q",0,"2015-01-12 01:25:30","no delivery","fiAZB5jSD_JMoq_BZbQoQw"
"ZDDzKXN_JXe7694zePRuTQ",0,"2015-09-20 17:09:36","Expect 30 mins wait on a weekday between 12-2pm","46_hoG1edSoTrtfGvmQKRg"
"MdS6EHt2RZFpn9fQXZc9Ig",0,"2017-03-19 18:00:13","Good enough food.","_b6u_JPQU3TwG4vQdCO23A"
"1uPQTz5XZSWr0ti7kUpaDw",0,"2012-05-31 23:10:00","#34 the Cucumber Salad is a great way to get started and is especially nice in the summer","1lRbzzJ5yXGq6K0CpUCbMw"
"3HeX5ZAaPesR0psjGHtI6g",0,"2017-07-14 09:35:40","Daily special $2.99 Green milk tea with tapioca - Large","msIAvV5K_4TJqnbFup4HvQ"
"R-EGIdIgtoFzl--OudANtA",0,"2017-04-18 18:40:25","The dough fritters wrapped in rice noodle roll are super crispy.","orh0HRUNCWuQMt9Iia_osg"
"0sPOBQHlVvuhO1h-1p1ccQ",0,"2016-08-08 02:04:42","I love the tea service here -- beautiful tea served in the traditional Chinese tea service style!","1EOdUyIarVs_8ppKUQrpKQ"
"L1XHTn7S-6har9UGAPjcWQ",0,"2017-07-18 03:20:02","Closed on Wednesdays","s_SzQvkDfn18Cquma7DndQ"
"cdLBNUBgPurw3PyLXvbiGA",0,"2015-09-19 11:32:19","Plenty of lunch specials from $6.99 to $9.99","vj2RoqU4nRFG0YLbTG4etw"
"jg37O7ANF7hqggS6bxUpcQ",0,"2015-06-01 02:35:55","They don't deliver.","G0DQb68jril9m3XxX0ZA6w"
"8YG7PRoZuHeKii0rtNvJFQ",0,"2015-11-08 21:02:14","Long line up. Early Bird is cash only","_ZsXsLg6rHvCzud00Pgk7w"
"AtUtG-oQp1rkk6ZdYcfSzw",0,"2015-10-07 03:53:58","I don't understand how people could eat here .... Do they not have taste buds or standards??? Food is extremely subpar to any other Cantonese/hk style establishment in the city and the quality is the probably one of the worst, if not THE worst in the city. They will serve you the fattiest and oldest meat possible. I, unfortunately, had to eat here once and that's already one too many times.","Nr74Q-aTsdvljmUke4A3oA"
"yh6PbP1RY3eJKaRMeLaVmw",0,"2016-09-09 23:35:39","Best Oolong Milktea in yyc !","G6blVf1pbzR1LF77UBDg-g"
"BJLjRP7HvIbdQOZc9UoVNA",0,"2012-06-23 00:44:17","$10 min card use. Not posted anywhere.","XChCfeJ6Yx2NDJIpIgRhyg"
"An-JJle53UMHokU4MwFktg",0,"2014-10-09 17:08:04","Great place for someone (like me!) who loves noodles but prefers fish broth over pork, chicken or beef broth, made without MSG. As with most Chinese restaurants in the area, this is a cash only place that accepts debit cards but not credit cards.","LrHXiTC5j2CavyJuEUnITA"
"E0h1kK-8P_DtBHk5ClVI_g",0,"2016-07-31 18:15:17","Don't order from the set menu, it's sad. We all feel a bit disappointed. Small portions and tastes just ok. The other Chinese restaurants around golden square are way better.","Jfswfv58SPznGZV4DoDf4Q"
"bg3YcuqVyQofTz5d4kKgug",0,"2014-04-16 00:33:53","Chili chicken and hot and sour soup. DELISH! Always call ahead and then pick up.","c-Jti_T0_RGUYxq5TxWQ-w"
"iIFcMHXGNDz8jbx_4H-xVQ",0,"2013-02-19 19:44:07","Lunch specials can kick it with the best of them.","7RzTr8absn0wWsnVkMSDYA"
"9rzfGwR--QUGn7BZJdm-Sw",0,"2018-03-24 15:34:30","Bring cash because it's cheaper!","deB6EXuanGiN1tkSASuh3A"
"vHJlN629vOqgI40noEOdlw",0,"2016-02-11 23:50:17","Amazing Pekin duck :-) Will be back.","PNSPNmEp_ro9tX6AuLBwBA"
"oYpuRk0nDIc3qa-II9Sa9Q",0,"2013-08-26 05:03:53","I don't really understand why this place is so popular. Cheap and spicy(Ish) Chinese style dishes. No big deal.","aOcgaKfilm5tOsPHMSoMBA"
"I6oxEn1HT41S2GPrDKPPvA",0,"2016-07-30 18:11:06","Freeeee wifi!","B423jsaQkyodGbGyiIGLXA"
"WF0I9AwErfaqkPPXM98ywQ",1,"2016-01-17 20:14:36","Hmmm .. well that's dangerous .... seat on bench closest to the window has a broken button. Be careful, it may get caught on your pants or hurt you","xDtrecOuYEga6v49EEILcg"
"cbVaCo7DdU4ClI3ujqnMyw",0,"2016-04-20 00:35:10","Come here try every thing","Y_h-nrOIIZWBF-AFzdQbgQ"
"odhwxNT5Y1qWB8v_rdmS6Q",0,"2018-03-03 14:46:40","Wifi on 6473507730","UBs-A1IL9eB8jg-HXgPWcA"
"ZqTXN4qh0Ta1Lp8Z3v-dKg",0,"2018-01-23 00:57:31","Approximately $25 per person and that includes VIP pricing.","s_SzQvkDfn18Cquma7DndQ"
"Mkpg9S2j0ZrZc3q-VjfLsA",0,"2013-12-09 02:32:00","Well, so many delicious food. I will go there again","Yr0B0aVb94i2oIm1gLXgfg"
"IoUtQRoXPuDcAsfp-Q7CLQ",0,"2013-06-13 08:55:53","Get the lamb brisket noodle soup! Good hearty goodness for under $5!","aIg29snwGTFBzkV7HtDHfg"
"5VOqWjRXUPc7b1A_NSI9mQ",0,"2017-07-25 16:18:48","Spicy Garden has closed down","WzUVi46q31TaezUCGNYbVw"
"WTuBrN0z2h7xvTaP7eN_XA",0,"2014-06-21 18:40:42","Very good dim sum.  Fresh and hot!!  Comfortable seating and not crowded.","2oMkzQcRL7-d7URt3Xo_Xg"
"VVW8mxu8Ru2UR3lVJYA81Q",0,"2014-06-11 16:03:57","Side orders are yummmm","x6_9RC7Mc0SsFUcWxEoN_Q"
"UxC1BmMSuYRH38YBvSTnKw",0,"2012-05-26 22:59:43","Little spot of Hong Kong among all the Kebabs and Kimchi","gMfkWTxRVZtJAMm_adQKsQ"
"R-EGIdIgtoFzl--OudANtA",0,"2015-09-22 23:33:56","Get there early. They run out of dough fritters (not made fresh on site)","EisUuXVeVJN_FcFiE-tqwA"
"n72smZw1iVORdnjGfFT0FQ",0,"2016-09-05 19:22:45","They now serve free WiFi view freewifi.to","EisUuXVeVJN_FcFiE-tqwA"
"QXAEGFB4oINsVuTFxEYKFQ",0,"2015-06-23 22:45:00","Dim Sum Heaven","ismHJRDRvxw8MYKng9R_yg"
"CztDemHy1q1f2R3VV9jmvA",0,"2013-09-21 01:23:02","White Peach green tea with aiyu jelly - so refreshing!","fZ7fLMqArGTemvXPH9H3FA"
"l-nL4BmhzpZjcavooO48PQ",0,"2017-03-17 21:46:11","Lunch and dinner specials offer the same items. The difference is that dinner closet $2 more. Here's hoping that the dinner portions are larger!","nyl_1VcRIAyI55bb_scpdw"
"hPTx2Y5e4Czbr21XcbDN8g",0,"2014-09-15 18:25:14","10% off coupon at First Markham Place food court Tap4Deal touch screen coupon print machine!","kB9QPxar7HLKIpK7qeMnFA"
"Cbvx1IxPniwo_Ybk4CdIBQ",0,"2013-09-23 20:54:50","Super knowledgeable staff all around.","K9AZA4oPn2_MCmNscniqmw"
"BUcTdN-rNE8urCCQuxSOQA",0,"2013-08-29 05:34:09","Absolutely delicious. Highly recommended.","jO4Cbn03wXoiySJYaXL3ew"
"2meb5cwKh125tF5IwUiIJA",0,"2012-10-23 19:27:03","Multi size boxes just arrived to safely pack away 4-6-8 of your tasty pastries. (Oct 23, '12)","06hNNsVZO78El38qNJaETA"
"zs710LuQ8y10YsQHIjxjyw",0,"2014-09-17 22:59:57","Cash or Debit only!","K1HFfwIzGIRd8G-F2SC6Yg"
"6z-T_jIFrRQ4c6-BIvVBvA",0,"2012-01-13 17:56:10","Lunch! Steamed tilapia and baby bok choy","WGiozxMlB6J9LSTgRFpdTg"
"HV25Suwkzd-roRc63sEmtA",0,"2012-01-07 16:39:31","Just love their fresh spring rolls here!","-hUgrj7Lzir3yLUYrMYQ4g"
"uLzgiSqVg5Pr93VVXSdOlg",0,"2015-09-26 02:22:52","Les nouilles sont excellentes, trÃ¨s bon bouillon aussi.","a-vDo1mkdtbf-e4XkUeb3g"
"AKMvsVr_9meoSmawkEBe4g",0,"2014-06-08 15:59:41","Lunch options come with soup and drink, good deal!","U1uCGHer_Q2mEn_L0Tk6eA"
"D9bf5U0y_0MnL9wMFc4bKQ",0,"2015-07-03 23:56:33","Try the tasting menu with pairings. It is a real treat!","Mfypzn4xVySfWW_hb0pyaA"
"tQ9BtMUHFr8rdpmjmayUcA",0,"2015-07-03 21:10:26","Still running a 10% off promo. Over heard a staff mentioning until end of summer","EisUuXVeVJN_FcFiE-tqwA"
"dz3iE4ab6XtODq15qmLSzA",0,"2018-03-26 02:04:18","Great food and atmosphere! We'll be back.","ftkdSb1fYOZ0qN535RYvnw"
"TjuSHnbPtB83R-1FzdBBgA",0,"2014-03-25 18:26:04","All you can eat lunch for $15+tax, even on weekends. Mention promotion on website to get 10% off!!","nO2NWsaleceG0Gw6wPjq1A"
"r4MUq8ugq7-BL0R_G9onfg",0,"2012-06-29 19:11:27","Delicious dim sum - super cheap too","jDzGfjwSYZZsQ7nNNnzJ3Q"
"WF0I9AwErfaqkPPXM98ywQ",0,"2016-08-05 16:20:52","Very deceiving place. Food is priced so expensive for what you're getting.","rVv2jFY0bvMr75myzb_o9A"
"NbaP_lZTns_GbTSkQz_KIw",0,"2016-07-30 15:16:55","Long line ups on weekends if you come around 11am","hTZb1INhnCG8URaFywVoYQ"
"jdyM1DAiA7EzuYz1WDhjeA",0,"2018-03-23 17:08:57","FREE WIFI 
Network: RPCC-GUEST
Password: 9059402888","iQ0TzrwN4BgflE8Aozv_IA"
"OllK5_S-7svgSwbUfx1xYA",0,"2016-02-06 23:19:25","Not crazy.","fkMiipV4j_DG5nSoBnZvbg"
"I6oxEn1HT41S2GPrDKPPvA",0,"2012-01-01 09:14:36","Dim sum with my baby cousin after a great new years!","WGiozxMlB6J9LSTgRFpdTg"
"cjatara6LkXRu2BXD_jxlA",0,"2017-05-09 04:28:16","Cash only.","wtmCr-aVN5XqM3n8NuntMw"
"DqSTQWhRU3WKdIN2b_Nzog",0,"2012-07-22 00:49:17","Remember a reservation.  Infants are Ok. High chair are available.","LpRNBO5faKT2qv-7XqMCmA"
"XqPMOwrJ0xjphyNQYcoPLg",0,"2014-05-19 18:00:40","Food is great price for what you get. All the food in the picture cost me $23 tax in!!!!! Thats two meals!!","xDtrecOuYEga6v49EEILcg"
"ygJshif4VuxL1ijnRJnuYA",1,"2017-05-03 20:09:51","Closed down :(","CQ67NJigSe5-uBDX3b_CUw"
"qiRyyRWt6jmAxcoVW0-WHA",0,"2014-04-04 15:47:11","Arrive early to avoid waitind","xCX_Yta6fPR0JrmjtCxlxg"
"uFTcyheegHAdRobLf_4Siw",0,"2016-01-16 20:41:50","Cash and debit only","Nr74Q-aTsdvljmUke4A3oA"
"8YG7PRoZuHeKii0rtNvJFQ",0,"2016-04-12 15:21:46","A dim sum restaurant in a plaza with designated parking spots. (only 5 allocated to the restaurant lol)","LvM0r_NXfNyOU3P6w54Nrg"
"9ad0-8h-DRUheY9dF9rYjQ",0,"2015-06-12 22:13:55","This place is growing on us.","jbiI4WJrvhE0ia0mEKvz-g"
"Bp7Qj64Qr8jvj3r7WBtmSg",0,"2015-01-18 14:20:00","Sunday dim sum","X4cwQL_JZZnAUyCbOwz3pw"
"26Kt6gQRF7S6m7crwR0tjw",0,"2016-06-16 18:12:00","Grand opening special is 20 percent off the menu","Z09rco1enQXNCd9H0u7kvg"
"O1TvPrgkK2bUo5O5aSZ7lw",0,"2017-04-09 18:22:05","If starving, come after 3pm","kYIODM8u94H7IyHY806CAA"
"ae95XSsD37OQfOWF92GjNQ",0,"2013-12-12 20:53:48","I called to ask if Dec 31st was considered a holiday and lady mentioned that from now until Jan 1st, they are automatically charging holiday prices ($29.99 for adult) if you come for dinner. Doesn't matter the day (typically $24.99 mon-thurs). Wow.","uxKSnOVAoEj4I6X9YhLBlg"
"gTUaz3Wlh8eyQ3s7T-6txw",0,"2014-04-25 23:55:47","Parking can get packed during the weekend from 6-8 PM.","Ahh8nRl6_pzCA4qJ0EB0tw"
"3fw2X5bZYeW9xCz_zGhOHg",0,"2016-12-21 02:30:41","Cash only","G-6X-llgA_qAxGxocykHzQ"
"A5lD3y2eREchEdMcvWPXBA",0,"2018-04-07 20:17:48","cash* only","AG_bM2ATIvqgcGTBX-gw2w"
"F9h98ZFHLCHG7SdVbXMz0g",0,"2016-05-20 14:08:15","Read this before you go! KWANs doesn't open from Monday to Thursday after 530PM! Was so disappointed as I showed up after 6 to give it a try. Thumbs down!!","HAM8B6kiAmhTFXzsE_HfSQ"
"AFxhYWtszxGXaGGMnWZ9CA",0,"2016-12-10 21:28:50","Great Sushi, sashimi and tenderloin was amazing :).","7Up8x03WBrOBg9kC0rXCUw"
"6vV13vQlpcDtfOIVyDruvQ",0,"2014-10-27 20:49:26","Their daily specials change up weekly but their curry beef brisket is a nice comfort food","EisUuXVeVJN_FcFiE-tqwA"
"3qjztON1RW5Hn6QJLDl8ug",0,"2018-02-18 22:48:46","If having dinner, book reservations for 6pm or earlier as it get packed fast.  Seating is extremely snug from table to table","GrYh9b3nwgFZfoEyKTAgjA"
"AtUtG-oQp1rkk6ZdYcfSzw",0,"2016-01-04 02:45:02","Wifi password is their phone number 9054778877","keLUgL_4y60BkppiAsIk8Q"
"MLVBJjbgk3sLZYyxqBD4XA",0,"2017-10-05 02:44:31","Best Milk Tea! I recommend this place for it.","viGqYA-Q8etAhrVvomxjrA"
"ZDDzKXN_JXe7694zePRuTQ",0,"2013-06-12 00:54:31","Always a line","Goa5tRkCURz-53WZAABBEw"
"Dl-hhPCjRJM221XSwiuTbg",0,"2015-07-15 00:48:20","Cash Only!!!","SyJpfxH2kTMWyAr8Zr8x1A"
"bbr4F3c0KHU8ugn8YgEtKA",0,"2017-09-18 03:25:24","order in advance by phone cause it takes them about 15-20 minutes to make a clay rice. add the soya sauce and scrap the crunchi aide of the rice eight away once you get the dish.","SAeScmq3cxbikwnjyTqjxQ"
"JMRJxV9PxIT78ticltqm9g",0,"2017-11-13 22:04:05","New Orleans chicken wings are flavourful and juicy! Skip the drinks and get this instead","WnUDyIE3YWdHcON-i-1MKw"
"nplCF1hjAn948EMAaJAazA",0,"2018-02-19 16:47:29","Opens at 11am","eNF1jV-XH4-IvyrYsL4VwQ"
"A1ailXV5E0e9RobODEJ2BQ",0,"2013-05-21 04:28:51","Delicious","FmNuihINhD2lNQLnfFhpnA"
"ypu32D_yjErCge-2cgga3w",0,"2015-04-07 15:16:28","We came here for dim sum on a Tues but they did not have a big selection of dim sum and opened at 11 30AM. We arrived a little before 11 and they still sat us for lunch. We had to wait until 20 minutes for our food but when it came out it was hot and fresh. Worth the wait.","MF-4u5xl0MoAvSdLf6tK7w"
"dvbcUnKv2awsIxog7dO4vw",0,"2017-07-17 17:23:03","Hours
Mon-Sun 11am - 11pm","0BaJ43WuBnP-G6fmstEmNQ"
"dL3gqcsFrhtN2uvrDupl5A",0,"2017-04-08 01:08:23","You can do half and half orders of their cook to order dumplings of the same category.","uMIUdTLNL5Y-ZGDd2ZLmCA"
"XGX5LW0s-OpjmOpVXXYshg",0,"2014-06-15 01:50:30","Reserve or come early! Expect big crowds!","GPoQ9slzxVoGP36usgwWJA"
"l9vx-OTdDPU-oHZ17aVxdg",0,"2016-01-23 04:14:07","This place is super busy on weekends, expect a long wait!","1bMBDN0L_SiN7xEKOYu6XA"
"TvHC_I01Ilvd5_fFi4sqIg",0,"2012-05-28 13:50:49","one of my fav Chinese bakeries!","2Rw4bXIrKd94be-BXMzoyw"
"MVBCWXTDtU8C1Qh5mMNSKA",1,"2014-10-23 20:34:23","Dining area is quite spacious unlike traditional Chinese/dim sum restaurants, as it took over the space of what used to be Fish House. Decor is a bit gawdy, and has a ""Guangzhou feel"" to it (quoting Jennifer K.). Food was mediocre at best and for the same price range dim sum restaurants, I would much prefer Spring Villa or Dragon Boat.","LrHXiTC5j2CavyJuEUnITA"
"i_t_UJTSScw4srpb8aHUiw",0,"2017-03-17 22:22:24","Free pineapple bun or egg sandwich with purchases over $10 between 2:30-5:30pm","ioF_-mjVYQDO7LvSd7IUMg"
"6JMrdDVIoQGQaHlfWFRoyA",0,"2017-04-24 17:15:00","There fried noodles are amazing. French it in sweet sauce","VQenIJ5AzqURtDSUYv76rg"
"lkM72Y21bjBqUGaW7iL7tQ",0,"2015-09-16 13:57:58","New management, new renovations, new everything. Dim sum priced are a bit more experience.","QPJJohtGqkMkaN0Gt3TRIg"
"Dl-hhPCjRJM221XSwiuTbg",0,"2015-03-15 16:40:00","Great place for individual hotpot but expensive compare to others!","qWOarY5fsrVi2zdWmk30QA"
"qGLEE1yA1bK0YdlGI-S39A",0,"2017-07-13 00:22:05","A very unsanitary place, crowded little area, food is mediocre. They take cash only. Rude in manner, automatically stereotyped me for not being able to speak Chinese when I spoke to them in English.","Ams0iLRd0AhZZectGKA8fw"
"Rx_ZwOPb6pusIXeLLrBUqA",0,"2014-07-18 20:50:50","Very friendly service","cfBZdumy0jx3hYgKst3w4Q"
"CztDemHy1q1f2R3VV9jmvA",0,"2012-10-20 03:11:05","Cold noodles w egg take away, a quick pick me up for a late night of baking...","o_DeoZ0Ogu32D18cgEDkbA"
"68PJJkcq_i0SlLqO6t7Qxw",0,"2016-08-28 14:37:09","Best dim sum in Toronto!!!","8gT8mrhC1HCcNVjHgiQ7lA"
"yJ5rA9U6nmSEUV8_j_jYHw",0,"2013-12-11 17:25:41","Park in the home depot or old petsmart plaza to avoid the hassle in fmp. Don't sit close to entrance it gets real cold with doors constantly being opened.","XbQE4JUhUB3zZXUj3lqS3A"
"9rzfGwR--QUGn7BZJdm-Sw",1,"2014-07-03 00:52:25","#yelp #dimsum

Possibly one of the better dim sum places in 'Sauga.  Not saying much though","pMefTWo6gMdx8WhYSA2u3w"
"3pYZMSbOKh6rBo_DapMlyw",0,"2016-02-27 13:41:22","Food takes 15 minute at least to arrive during Breakfast rush","CxDOIDnH8gp9KXzpBHJYXw"
"yEZn1XpLsEC9uBa-X4xAZw",0,"2015-10-11 18:58:24","Affordable lunch option for students in search of ethnic street eats in the downtown core.","qe_Yiq-Gm60TA9cK0VfbiA"
"FnRLbAYaQTYQEXHuUTmwMA",0,"2016-01-07 05:44:15","Best tip: go spend ur money somewhere else .worst service ever!","Alt6xCBeMBYDTz1Pw_ycbg"
"bbFjlDYqeZvHFfitD9nFIg",0,"2018-02-10 19:41:43","Monday to Friday dim sum:
S/M/L = $2.88
XL = $3.18
SP = $5.28

Saturday, Sunday, and holiday dim sum:
S/M/L = $3.18
XL = $3.48
SP = $5.38","qu6ZZoVHUSX6-6G8db8VYQ"
"Qqu_MRaus17-4VVmzXq1_g",0,"2015-01-13 19:38:06","Lunch Set for $8.99","CxDOIDnH8gp9KXzpBHJYXw"
"pofDmHoIsdvPcSKzb2iMag",0,"2014-06-15 15:32:41","If you show up between Monday-Fridays from 9-4pm the dishes are $2.20 each.  And on Saturday, Sunday and holidays between 9-11:30 am dishes are $2.50.  prices must had increased in the past 6 months?  Also the crab claws are NOT included on the special pricing.","7WMbeIW3DTQE1HTYy3Gm8A"
"XjmHPe0H91BlJ3gwJb7OiA",0,"2017-07-09 02:12:54","complimentary large soup for table","dAB-v4B-5_8QgTcoVSnZOw"
"sDQDMrb5xez4aASZ8U5qTg",0,"2012-07-27 21:18:36","Flower milk tofu fa is a must","-XXRB5HACMBpGI8dt8-SmA"
