business_id,name,address,city,state,stars,Food,Service,Ambience,Price,Miscellaneous,Avg.Criteria,Avg.Food,Avg.Service,Avg.Ambience,Avg.Price,Avg.Miscellaneous
ZL9sk7Imc42BNRhcjgnqPw,Restaurant PM,1809 Rue Saint-Catherine Ouest,Montréal,QC,3.5,2.852770064,1.683357743,2.86776664,4.015010626,4.320613981,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
3fw2X5bZYeW9xCz_zGhOHg,Tracy Dessert,"3235 Highway 7 E, Unit 29",Markham,ON,3.5,3.455067856,1.260496382,3.5035429,4.101582377,4.421904341,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
XGX5LW0s-OpjmOpVXXYshg,Asian Legend,"3636 Steeles Ave E, Unit 152",Markham,ON,2.5,1.732797264,0.796584683,2.760738657,5,3.885797605,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
rDTCvOrVYN9USxyB-fNHyw,Fu Lam,7165 Boulevard Newman,Montréal,QC,2.5,1.840438948,1.87132058,2.924454082,2.795560399,0,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
5H4coiGpvG3XdnU1Nde2xQ,Keung's Restaurant,8380 Kennedy Road,Markham,ON,3,2.977916608,1.564564588,2.848176393,3.858899166,4.109659456,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
yDVedcyujtCPyuJdPp-ZGw,Seoul House,180 Steeles Avenue W,Thornhill,ON,3,2.775130832,1.60062619,3.034755189,4.708775995,3.388534835,City,2.902345153,1.425095179,3.149915644,4.027245432,3.931868078
qxdZWoRVwf4lpI_gjAN2gA,Le Bol d'or / Golden Bowl,1200 Boulevard Rome,Brossard,QC,2.5,2.147956788,1.396788983,3.209988912,5,2.758739676,State,3.004516708,1.667827283,3.339107748,3.932373475,3.703209474
cjatara6LkXRu2BXD_jxlA,Chat Bar,633 Silver Star Boulevard,Toronto,ON,3.5,3.070506026,1.799290803,3.587761426,2.912286957,4.385685119,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
TTLDDEeUyOkM4JEsGkIYmw,Szechuan Express,"100 City Centre Drive, Square One Food Court",Mississauga,ON,4,3.497555232,1.385633822,3.865500474,5,4.480044829,City,2.841453497,1.570239955,3.25864246,4.024787901,3.664091999
3DXJ7lXJJKHPnydtX_1Mug,Fat Kee Noodle House,"3132 26 Street NE, Suite 345",Calgary,AB,3,3.017364029,1.693599232,3.602508095,4.493776028,3.773673963,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
YkAIlxYZ1guSqbbowU9X4g,Luckee,328 Wellington Street W,Toronto,ON,3.5,2.673980271,1.665394016,3.580355371,3.764955722,4.179170493,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
6Bmq3b91hqTwMFn5cpPWzQ,Wonton Time,"4392 Steeles Ave E, Market Village",Markham,ON,4,3.135446193,0.981798221,3.259646818,4.691696811,4.771950767,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
j1QfFrTE22PAak7rzD8OoQ,Sweet Culture,8392 Kennedy Road,Markham,ON,3.5,3.814304614,1.432253868,3.48089503,4.209639941,4.539047357,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
hRbUkwU9awUan32CD-mdHA,Golden Court Abalone Restaurant,"Jubilee Square, 270 West Beaver Creek Road",Richmond Hill,ON,3,2.045626879,1.283265856,3.253780668,4.121598142,3.859733819,City,2.829625199,1.639009815,3.232432827,4.067863535,3.856426281
q4QuS-MaVSXbIFkUZlxZ9g,Win's Seafood Restaurant,"50 Lockridge Ave, Unit 1",Markham,ON,3,2.325353275,1.057556671,1.527442181,4.551376424,3.333440242,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
uFNM9ICvZN0TEbURIpiIDQ,Chinese Dumplings,645 St. Clair Avenue W,Toronto,ON,3.5,3.348988974,2.00352417,3.796253124,4.115026057,4.155911664,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
dKzp--NRN0dxkcvAczzSOw,Wok-A-Way Chinese Food & Wings,"2458 Dundas Street W, Unit 18",Mississauga,ON,3.5,2.511292933,2.019650104,3.909857792,5,0,City,2.841453497,1.570239955,3.25864246,4.024787901,3.664091999
GoXOq5SegVlAfaTwtDGTVQ,Kam Shing,6730 Chemin de la Côte-des-Neiges,Montréal,QC,3.5,3.914372483,2.330318495,3.123959345,3.01727365,4.586023797,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
hTxDm4gsHh01G4KFyQmhxQ,Grand Pearl Restaurant,594 64th Avenue NE,Calgary,AB,2.5,2.157112179,0.84691788,2.10735113,3.586092925,1.904875362,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
H7rUNMLOYNWKXTLx9poRXg,Happy Jade Seafood Chinese Restaurant,1425 Dundas Street E,Mississauga,ON,3,1.621895094,0.454760649,2.564037412,3.446849362,2.758739676,City,2.841453497,1.570239955,3.25864246,4.024787901,3.664091999
IDMkHKuwGmJCWv8V4lj8nQ,Six Degrees Community,"204 Spadina Avenue, 1st Floor",Toronto,ON,4.5,0.960189647,3.506541058,4.043430967,5,4.008791065,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
Wu_OmrEyhpllBnTNvOYSGQ,Restaurant Shi Tang,1622 De Maisonneuve W,Montréal,QC,4,4.313602743,1.85042032,3.813185366,5,3.555654386,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
oWDLyENvjBa5LZdRGGOrow,Golden Palace Restaurant,9886 Torbram Road,Brampton,ON,3,1.834450857,1.308908134,3.383006608,5,2.758739676,City,2.874774823,1.692337276,2.794079384,4.039362803,3.928720989
7U23rwCmVWasFQ0cHRMYVw,China 8,"5602 Tenth Line W, Unit 110",Mississauga,ON,3,2.45730515,1.134118263,2.010426816,5,3.773673963,City,2.841453497,1.570239955,3.25864246,4.024787901,3.664091999
cEqOh78v1g1RCWHyuHwQng,Buffet Yangtze,"Deerfoot Mall, 901 64 Avenue NE",Calgary,AB,3.5,2.558515972,1.253705059,3.322191939,2.795560399,2.825397047,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
HP-FMQcqSOEjTmOxVkJD-A,Bao Bao Dim Sum,83 Rue de la Gauchetiete O,Montréal,QC,4,3.616328238,1.92290606,3.176213914,3.915248451,4.5637967,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
y166Ve7c7y2EnnePytr71Q,1915 Lan Zhou Ramen,185 Dundas Street W,Toronto,ON,3.5,3.526911519,1.406295888,3.497860603,4.404587712,4.296651344,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
26Kt6gQRF7S6m7crwR0tjw,Hibachi Grill,"1848 Liverpool Road, Suite 6",Pickering,ON,4.5,4.492802506,4.091867827,4.365877323,4.828862894,4.701588066,State,2.770330375,1.57719535,3.213780436,3.925326043,3.79573381
WEw08dCcOiwH3Sw1f_8DKQ,Chinese Halal Restaurant,101 Ravel Road,North York,ON,3.5,3.103921655,1.678269791,3.750091667,4.382841067,3.67356316,City,2.689606182,1.375283221,3.245579152,3.942248244,3.921365144
e9smQsCHC7-ghr_7fWz4Mw,Lamb Kebab - Savory Chinese Crepes,492-A Dundas Street W,Toronto,ON,4,3.863095497,4.302232379,4.006927134,0,3.555654386,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
TxNeo206T0jMvRRQ4nKSIg,Wok Of Fame,"7700 Hurontario Street, Unit 602",Brampton,ON,3,3.179701799,1.686291999,3.38779708,3.656594073,4.017853718,City,2.874774823,1.692337276,2.794079384,4.039362803,3.928720989
LRJV0rsDft621knYC86SPA,Esquire Great Eastern,2579 Victoria Park Avenue,Scarborough,ON,3.5,3.989483888,1.854843547,4.553542453,4.230214665,4.62431089,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
tQH_DyUIWYOHMD7CYg6-jQ,Hakka Wok,9418 Markham Road,Markham,ON,3.5,2.58313546,1.766724249,4.557966232,3.801067154,2.400120081,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
WnPMdsIcW9oxyXnMNZB5hQ,Spicy Noodle Restaurant,3575 Du Parc Av,Montréal,QC,3.5,3.269399846,1.236117575,3.053807504,4.373027057,3.98761663,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
2ZZp5V8N0nHlsml01XBJUQ,JXY Dumpling Restaurant,"3250 Midland Avenue, Unit G",Toronto,ON,3.5,2.619136554,1.582144062,3.581458779,4.575525703,2.758739676,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
as5StqV9pbDhUM0AYP_j9g,Kim Moon Bakery,438 Dundas St W,Toronto,ON,3.5,1.761410217,1.093659338,2.001292449,4.81904483,3.243352885,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
uAPMb111euz5jJF8_VeO2A,La Casita Chinese Eatery,405 Dundas Street W,Toronto,ON,3,2.642678993,0.919801662,3.019242637,3.586092925,4.058044576,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
E7eOOXwMC7wwCRywsvNzUA,Congee Queen,"800 Boyer Boulevard, Unit 5",Mississauga,ON,4,3.292951971,1.909995709,3.371385177,4.228205523,3.85471051,City,2.841453497,1.570239955,3.25864246,4.024787901,3.664091999
RGg86O5SmjhiVglYYpWkEQ,Full House Chinese Cuisine,"4188 Finch Avenue E, Unit 1A",Scarborough,ON,3,1.441486376,1.284330389,1.795692634,2.044425117,5,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
xVHzCbDWCwmyavF5PgJRmg,Not Just Noodles,570 Yonge Street,Toronto,ON,3.5,2.962835753,0.981142061,2.434622216,4.046424896,3.483771947,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
-rx-9Ra2OHfmD1yaUS-CMg,Axia Restaurant & Bar,5045 Plantation Place,Mississauga,ON,3,2.894416738,1.387197297,3.729834218,3.697765277,4.349124576,City,2.841453497,1.570239955,3.25864246,4.024787901,3.664091999
3iq7mvnwfYlOmdzENYolng,Hutaoli Music Restaurant & Bar,2900 Warden Avenue,Scarborough,ON,3,2.885438298,0.998169015,3.173341707,4.493776028,1.981539248,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
H7_QV4LceybuWhuuIhlp_w,Hi Shanghai Restaurant,"Splendid China Mall, 4675 Steeles Ave E",Scarborough,ON,3.5,2.511292933,2.004961103,3.772762858,4.043458941,3.030417891,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
TvHC_I01Ilvd5_fFi4sqIg,Brothers Bakery,7077 Kennedy Road,Markham,ON,3.5,4.273917818,1.201560604,3.209988912,4.493776028,4.62431089,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
2OB0p5idPAicilqf_wzHLQ,Oxtail Pho & Banh Mi,814 Dundas Street W,Toronto,ON,3.5,3.469767631,2.390759464,3.23462729,5,4.553522933,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
I6oxEn1HT41S2GPrDKPPvA,Perfect Chinese Restaurant,4386 Sheppard Avenue E,Scarborough,ON,3,1.423200384,0.465896933,2.291273999,3.378955311,3.455826237,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
jMEGdDfVSSubmFZhFnUfrg,Regency Palace,328 Centre Street  SE,Calgary,AB,3.5,2.868198188,1.131057239,3.457551105,4.551376424,3.617117537,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
fcpGO67gqGptI-1vZpXPtA,M Trois,1926 Rue Staint-Catherine O,Montréal,QC,3.5,3.769072406,2.572147331,3.209988912,3.586092925,3.791078468,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
SvMBtzXfE-3H5pxoR7VD3w,Kenny's Gourmet,"1480 Major Mackenzie Drive E, Unit 7",Richmond Hill,ON,3,2.419235489,2.390759464,3.644956404,3.394133358,4.586023797,City,2.829625199,1.639009815,3.232432827,4.067863535,3.856426281
AEOTETRSzo5ubm4-Ud4PUg,Wok Box,106-288 Aspen Glen Landing SW,Calgary,AB,4,2.988746773,3.187984813,3.426462031,5,5,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
qgEKyJfuL5LBA6D3V9nR9g,Xiao Long Bao,"175 Commander Boulevard, Unit 1",Toronto,ON,3.5,2.455571925,1.620121405,4.04313786,4.080633162,3.829470149,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
XlqgkZiXx6l3sZa9ulUTew,Meet Noodles,D 103-1900 Fowler Drive,Mississauga,ON,4.5,3.287350504,2.073515247,3.823617378,5,4.356489594,City,2.841453497,1.570239955,3.25864246,4.024787901,3.664091999
ZzcMYCY5Gq6fJQUbmMMGpw,Mr. Ma,1 Place Ville-Marie,Montréal,QC,3.5,2.683444879,2.177040595,4.63107667,0,5,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
e1W5fwngUYf3kdsgxo4spg,Sang-Ji Fried Bao,1 Byng Avenue,North York,ON,4,2.92513835,1.324262988,3.817891923,2.902188729,4.29536026,City,2.689606182,1.375283221,3.245579152,3.942248244,3.921365144
s0kM86trPEkOKv3quDnoGw,Golden Sunrise Kitchen,"10610 Bayview Avenue, Unit 1-3",Richmond Hill,ON,3,3.888256778,3.66793531,3.525525389,5,5,City,2.829625199,1.639009815,3.232432827,4.067863535,3.856426281
2ZEnhnWEascgZDMdf6kfAg,Chez Chen,1618 Avenue Lincoln,Montréal,QC,4,3.041971045,2.897022313,3.209988912,4.288125829,3.555654386,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
vflFNEBMH1GSSjvZx3ItdA,U & Me Restaurant,233 Centre Street SW,Calgary,AB,3.5,1.082701316,1.048291651,3.062703939,4.459048684,3.81209759,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
9gmBTYCBC0uM6uCJdwK2Bw,Hui Lau Shan,505 Hwy 7,Markham,ON,2,2.110458518,0.787604862,1.150529088,1.203600989,3.555654386,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
lkM72Y21bjBqUGaW7iL7tQ,Very Fair,17 Milliken Boulevard,Toronto,ON,3,2.502277339,1.258810654,3.268495341,3.959298245,4.038368903,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
iAO50G98koWj0dflTzbs2g,Imperial Dynasty Restaurant,500 Country Hills Blvd NE,Calgary,AB,3.5,3.659170164,2.234660216,3.853841325,4.597207887,3.859733819,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
QGE9ZsMb7QLMsBf2OvfVMw,Dragon Chinese Restaurant,"118 - 5 Avenue SE, Suite 200, 2nd Floor",Calgary,AB,3.5,2.58313546,1.75382274,3.97655018,3.737060236,4.058044576,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
2gDHQELrlq3jVuZZfJeWUg,Chop Chop,771 Dundas Street W,Toronto,ON,4,2.915256619,2.447138024,4.160218919,3.836449037,4.269722927,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
soveyz-6QfPUfLZxdjyicA,Caravelle,1175A Rue Crescent,Montréal,QC,4,3.31780885,1.381472865,4.172678069,4.21748307,4.539047357,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
u3wWKIIdTZuAYqa2jHJoxA,Konner Chinese Restaurant,"3250 Midland Avenue, Unit 126",Toronto,ON,3.5,2.719424053,1.202068217,3.746489537,4.043458941,3.333440242,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
Q8MGRNuTnaoOG4xzReLpUg,China Palace,"60 Cottrelle Boulevard, Suite 20",Brampton,ON,2.5,2.58313546,0.222907338,1.547723537,0,5,City,2.874774823,1.692337276,2.794079384,4.039362803,3.928720989
mkQ31BFYV8ri7znJpHd7Ww,T.Pot China Bistro,100 - 9650 Harvest Hills Boulevard NE,Calgary,AB,3.5,2.129447276,0.936737967,2.889008156,3.819023045,3.887831329,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
t_rnyBYcjuCa5m-HWU0ZwQ,Dragon Pearl Restaurant,"9 Avenue SE, Unit 1223A",Calgary,AB,3.5,2.726689257,2.696685613,4.216280839,5,4.539047357,City,2.979626626,1.834114587,3.381726809,4.043791127,3.864409895
2FImjoBv0qvq9NumhcVOyA,South Asia Malaysian Cuisine,3700 Midland Avenue,Toronto,ON,3,3.278762724,1.52132714,2.414683747,4.106671351,3.383189842,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
FpFRtA1tagxqh_rLFs4XFQ,Sichuan Kungfu Fish,9021 Leslie Street,Richmond Hill,ON,4,3.110215487,2.454160403,4.519909987,5,3.121500125,City,2.829625199,1.639009815,3.232432827,4.067863535,3.856426281
0qk9V2K2xWgcCeiLGmU3Wg,Miss Lin Cafe,3601 Hwy 7,Markham,ON,3,2.683444879,2.718972619,3.909857792,3.801067154,4.155911664,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
mYr9GB-kjRW6I_fDql1Z6A,Hello Wonton Noodle,5313 Yonge Street,North York,ON,3.5,3.300598681,1.423819123,3.538407592,5,1.904875362,City,2.689606182,1.375283221,3.245579152,3.942248244,3.921365144
bPLyOh-ul8azUSgZmyR2vg,Richmond Court Restaurant,539 Bur Oak Ave,Markham,ON,2.5,2.529651028,1.12249709,3.845365557,5,2.480740422,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
ajkx7NWnjraj_uz20mdbhQ,Restaurant Cuisine Cantonaise,84 Rue de la Gauchetière Ouest,Montréal,QC,3,2.029689329,0.6118823,3.099042504,3.586092925,3.773673963,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
QHZw2L6LV1qmExNJbfhIsQ,Skyview Fusion Cuisine,8261 Woodbine Avenue,Markham,ON,3,1.996752064,0.828380751,2.270688376,3.424686636,3.139932509,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
Ugh0_VdoMj0JYaKMUTQfrQ,Sinopino Chinese Restaurant,4820 Av Sheppard E,Scarborough,ON,3.5,3.053685357,1.652347619,3.402310162,4.043458941,5,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
g6yfH6oH4B6KxmM6BGB5qQ,Yogi Noodle Delight,165 E Beaver Creek Road,Richmond Hill,ON,3,3.479691626,3.16684898,4.604940211,4.419205764,5,City,2.829625199,1.639009815,3.232432827,4.067863535,3.856426281
l9vx-OTdDPU-oHZ17aVxdg,Federick Restaurant,"160 New Delhi Drive, Suite 25",Markham,ON,3.5,2.968709165,1.260661407,3.3579461,4.472214673,3.932810394,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
HQpMwOOrGND3GaRqMNV9ig,Jim Chai Kee,270 W Beaver Creek Road,Richmond Hill,ON,4,3.828481444,1.893099152,3.583248248,4.221913344,4.041201075,City,2.829625199,1.639009815,3.232432827,4.067863535,3.856426281
xOUd1W3MmyHXnbr3DxDwqg,Ho Lee Chow,2204 Danforth Avenue,Toronto,ON,1,0,0.309319496,0,1.611447503,2.758739676,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
eD-XLSo-j8uIoTnIlrG8YA,Juicy Dumpling,"280 Spadina Ave, Unit M-N",Toronto,ON,4,1.751168694,1.643096253,3.057266824,3.608770552,4.186641186,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
SQbOGhzEWgyS8lNqkcu9Fw,Garden Hong Kong Cafe,"28 South Unionville Avenue, Unit 1035",Markham,ON,3.5,3.195793341,1.45910131,3.807899669,3.359876133,3.934506905,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
I62j-QfY4tO_gMKV-celEA,Lucky Moose Food Mart,393 Dundas Street W,Toronto,ON,3.5,2.254354604,1.195997838,2.928690061,4.188730853,2.875934548,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
fh-hCT2esNJEocdBdggWoQ,QJD Peking Duck Restaurant,7095 Woodbine Avenue,Markham,ON,3,3.302850812,1.929535607,3.195133524,3.688031171,3.949810527,City,2.691845982,1.446395356,3.133596568,3.875579156,3.614467029
ruHEkBY2ysclSFIcai4tfg,House of Wong,4601 Kingston Road,Scarborough,ON,2.5,1.79045173,1.237535372,2.642398252,5,2.531765824,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
DPoXCmKt5PNXEpZNirg96w,Fusion Flame,"155 Clark Boulevard, Unit 2",Brampton,ON,3,3.389152636,1.858813843,1.019687213,5,3.555654386,City,2.874774823,1.692337276,2.794079384,4.039362803,3.928720989
q3ilBINLR7KoBBlxSqCvlA,Pine House Cafe,21-5661 Steeles Avenue E,Toronto,ON,3.5,2.777043473,2.1519735,2.706199663,4.347069959,4.301133116,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
XEKx5litKe1KkfJpqtmJUw,Dong Kee,3838 Midland Avenue,Toronto,ON,3.5,2.986938469,0.886669347,3.366641404,4.035660406,2.843719897,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
EzGGUtQtbE8z57pqxE0I8w,Bamboo Buddha Chinese Resturant,752 King Street W,Toronto,ON,3.5,2.562587327,1.57389913,2.927209437,4.126903136,3.511550966,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
1VAsBosvx02jpvIUxiKvmg,The Dumpling Shop,184 Willowdale Avenue,Toronto,ON,4.5,1.924895244,1.093659338,3.173341707,4.318870755,0,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
6WR-XYwYsv7UyFOEIVMyyg,Impérial,"998 Boulevard Saint-Laurent, Étage 6",Montréal,QC,3.5,1.50677392,1.516229431,3.317974572,1.485596924,3.773673963,City,2.946315088,1.679436569,3.312812633,3.884568263,3.703316547
Kn57RIWAdnVfJHI1loLXOQ,Super Hakka Restaurant,1801 Lawrence Avenue E,Toronto,ON,3.5,3.261835883,1.926348393,3.795964015,4.352431909,4.60334813,City,2.735997187,1.558794473,3.248009797,3.847068283,3.859492475
9BgLsbR7bIhI7njaLLkMig,Que Ling Vietnamese Cuisine,4443 Sheppard Avenue E,Scarborough,ON,2.5,2.766631453,1.007363201,3.383006608,5,5,City,2.78224166,1.556037867,3.18710926,3.811874891,3.718302041
AbgNPAnuq8X90DUw5FQ2sQ,My Wonderful Kitchen,"350 Highway 7 E, Unit 101",Richmond Hill,ON,3,2.595919592,1.502949437,3.103450619,3.8136515,3.735499461,City,2.829625199,1.639009815,3.232432827,4.067863535,3.856426281
